cell_line	agent	perturbation	replicate	time	concentration	cell_count	cell_count__ctrl	cell_count__time0	GRvalue
MCF7	drugA	0	1	72	3.162	582	1482.25	410.2	0.207737906668
MCF7	drugA	0	1	72	10	557	1482.25	410.2	0.179463846212
MCF7	drugB	0	1	72	0.001	1523	1482.25	410.2	1.02948141738
MCF7	drugB	0	1	72	0.003162	1470	1482.25	410.2	0.991064747638
MCF7	drugB	0	1	72	0.01	1412	1482.25	410.2	0.948285464465
MCF7	drugB	0	1	72	0.03162	1428	1482.25	410.2	0.960166190173
MCF7	drugB	0	1	72	0.1	1264	1482.25	410.2	0.835298950508
MCF7	drugB	0	1	72	0.3162	656	1482.25	410.2	0.288306128727
MCF7	drugB	0	1	72	1	205	1482.25	410.2	-0.312196502139
MCF7	drugB	0	1	72	3.162	58	1482.25	410.2	-0.65197210955
MCF7	drugB	0	1	72	10	29	1482.25	410.2	-0.760562204153
MCF7	drugC	0	1	72	0.001	1343	1482.25	410.2	0.896324466645
MCF7	drugC	0	1	72	0.003162	1355	1482.25	410.2	0.905447951839
MCF7	drugC	0	1	72	0.01	1441	1482.25	410.2	0.96977421687
MCF7	drugC	0	1	72	0.03162	1392	1482.25	410.2	0.933347034757
MCF7	drugC	0	1	72	0.1	804	1482.25	410.2	0.437770889181
MCF7	drugC	0	1	72	0.3162	64	1482.25	410.2	-0.632987406581
MCF7	drugC	0	1	72	1	10	1482.25	410.2	-0.865195332125
MCF7	drugC	0	1	72	3.162	7	1482.25	410.2	-0.888794244509
MCF7	drugC	0	1	72	10	8	1482.25	410.2	-0.880486507672
MCF7	drugD	0	1	72	0.001	1419	1482.25	410.2	0.953490869088
MCF7	drugD	0	1	72	0.003162	1500	1482.25	410.2	1.01288689202
MCF7	drugD	0	1	72	0.01	1422	1482.25	410.2	0.955718136441
MCF7	drugD	0	1	72	0.03162	1309	1482.25	410.2	0.870268673242
MCF7	drugD	0	1	72	0.1	1447	1482.25	410.2	0.974195225585
MCF7	drugD	0	1	72	0.3162	1170	1482.25	410.2	0.760349074694
MCF7	drugD	0	1	72	1	880	1482.25	410.2	0.509574288292
MCF7	drugD	0	1	72	3.162	878	1482.25	410.2	0.507722196233
MCF7	drugD	0	1	72	10	915	1482.25	410.2	0.54167791107
MCF7	drugA	0	2	72	0.001	1512	1394.75	410.2	1.09355605738
MCF7	drugA	0	2	72	0.003162	1553	1394.75	410.2	1.1255225146
MCF7	drugA	0	2	72	0.01	1293	1394.75	410.2	0.916008358948
MCF7	drugA	0	2	72	0.03162	1242	1394.75	410.2	0.872832174281
MCF7	drugA	0	2	72	0.1	731	1394.75	410.2	0.387127537108
MCF7	drugA	0	2	72	0.3162	597	1394.75	410.2	0.236822676528
MCF7	drugA	0	2	72	1	546	1394.75	410.2	0.175824126466
MCF7	drugA	0	2	72	3.162	569	1394.75	410.2	0.203626212233
MCF7	drugA	0	2	72	10	540	1394.75	410.2	0.168488354104
MCF7	drugB	0	2	72	0.001	1475	1394.75	410.2	1.06438408843
MCF7	drugB	0	2	72	0.003162	1447	1394.75	410.2	1.04209652738
MCF7	drugB	0	2	72	0.01	1344	1394.75	410.2	0.958452132246
MCF7	drugB	0	2	72	0.03162	1399	1394.75	410.2	1.00344938666
MCF7	drugB	0	2	72	0.1	1205	1394.75	410.2	0.841025271116
MCF7	drugB	0	2	72	0.3162	656	1394.75	410.2	0.304634887589
MCF7	drugB	0	2	72	1	226	1394.75	410.2	-0.286535892684
MCF7	drugB	0	2	72	3.162	67	1394.75	410.2	-0.641651320516
MCF7	drugB	0	2	72	10	32	1394.75	410.2	-0.764201390953
MCF7	drugC	0	2	72	0.001	1428	1394.75	410.2	1.02686618465
MCF7	drugC	0	2	72	0.003162	1478	1394.75	410.2	1.06676111639
MCF7	drugC	0	2	72	0.01	1392	1394.75	410.2	0.997765614892
MCF7	drugC	0	2	72	0.03162	1418	1394.75	410.2	1.01881492401
MCF7	drugC	0	2	72	0.1	772	1394.75	410.2	0.430670079276
MCF7	drugC	0	2	72	0.3162	68	1394.75	410.2	-0.63863179127
MCF7	drugC	0	2	72	1	13	1394.75	410.2	-0.858430191405
MCF7	drugC	0	2	72	3.162	9	1394.75	410.2	-0.885047162525
MCF7	drugC	0	2	72	10	9	1394.75	410.2	-0.885047162525
MCF7	drugD	0	2	72	0.001	1570	1394.75	410.2	1.13866938895
MCF7	drugD	0	2	72	0.003162	1441	1394.75	410.2	1.03729636486
MCF7	drugD	0	2	72	0.01	1412	1394.75	410.2	1.01397234751
MCF7	drugD	0	2	72	0.03162	1431	1394.75	410.2	1.02927679148
MCF7	drugD	0	2	72	0.1	1342	1394.75	410.2	0.956800969793
MCF7	drugD	0	2	72	0.3162	1275	1394.75	410.2	0.900855488678
MCF7	drugD	0	2	72	1	950	1394.75	410.2	0.609065301934
MCF7	drugD	0	2	72	3.162	892	1394.75	410.2	0.552666888017
MCF7	drugD	0	2	72	10	915	1394.75	410.2	0.575216657659
MCF7	drugA	1	1	48	0.001	841	871.0	405.3	0.937482738775
MCF7	drugA	1	1	48	0.003162	854	871.0	405.3	0.964598846244
MCF7	drugA	1	1	48	0.01	794	871.0	405.3	0.839113809629
MCF7	drugA	1	1	48	0.03162	747	871.0	405.3	0.740196008041
MCF7	drugA	1	1	48	0.1	603	871.0	405.3	0.433282594639
MCF7	drugA	1	1	48	0.3162	498	871.0	405.3	0.205172844956
MCF7	drugA	1	1	48	1	470	871.0	405.3	0.143612157861
MCF7	drugA	1	1	48	3.162	478	871.0	405.3	0.161235224997
MCF7	drugA	1	1	48	10	486	871.0	405.3	0.178830604559
MCF7	drugB	1	1	48	0.001	891	871.0	405.3	1.04156548747
MCF7	drugB	1	1	48	0.003162	906	871.0	405.3	1.07268202244
MCF7	drugB	1	1	48	0.01	907	871.0	405.3	1.07475472891
MCF7	drugB	1	1	48	0.03162	812	871.0	405.3	0.876849953341
MCF7	drugB	1	1	48	0.1	779	871.0	405.3	0.807605647297
MCF7	drugB	1	1	48	0.3162	431	871.0	405.3	0.0572856621681
MCF7	drugB	1	1	48	1	188	871.0	405.3	-0.501434550308
MCF7	drugB	1	1	48	3.162	102	871.0	405.3	-0.713508582362
MCF7	drugB	1	1	48	10	73	871.0	405.3	-0.788416401852
MCF7	drugC	1	1	48	0.001	789	871.0	405.3	0.828617354104
MCF7	drugC	1	1	48	0.003162	820	871.0	405.3	0.89359625969
MCF7	drugC	1	1	48	0.01	828	871.0	405.3	0.910327224644
MCF7	drugC	1	1	48	0.03162	915	871.0	405.3	1.09132867419
MCF7	drugC	1	1	48	0.1	559	871.0	405.3	0.338189270601
MCF7	drugC	1	1	48	0.3162	80	871.0	405.3	-0.770113585091
MCF7	drugC	1	1	48	1	40	871.0	405.3	-0.877323103609
MCF7	drugC	1	1	48	3.162	41	871.0	405.3	-0.874547528864
MCF7	drugC	1	1	48	10	39	871.0	405.3	-0.880105205328
MCF7	drugD	1	1	48	0.001	909	871.0	405.3	1.07889949809
MCF7	drugD	1	1	48	0.003162	893	871.0	405.3	1.04571718474
MCF7	drugD	1	1	48	0.01	866	871.0	405.3	0.989594690457
MCF7	drugD	1	1	48	0.03162	856	871.0	405.3	0.968767099524
MCF7	drugD	1	1	48	0.1	867	871.0	405.3	0.991676202851
MCF7	drugD	1	1	48	0.3162	856	871.0	405.3	0.968767099524
MCF7	drugD	1	1	48	1	714	871.0	405.3	0.670394885822
MCF7	drugD	1	1	48	3.162	634	871.0	405.3	0.499886736666
MCF7	drugD	1	1	48	10	605	871.0	405.3	0.437589176967
MCF7	drugA	1	2	48	0.001	809	864.5	405.3	0.882185521261
MCF7	drugA	1	2	48	0.003162	886	864.5	405.3	1.04546503674
MCF7	drugA	1	2	48	0.01	813	864.5	405.3	0.890699096998
MCF7	drugA	1	2	48	0.03162	748	864.5	405.3	0.751898383611
MCF7	drugA	1	2	48	0.1	634	864.5	405.3	0.50591131033
MCF7	drugA	1	2	48	0.3162	521	864.5	405.3	0.258324886336
MCF7	drugA	1	2	48	1	485	864.5	405.3	0.178526708252
MCF7	drugA	1	2	48	3.162	488	864.5	405.3	0.185195301569
MCF7	drugA	1	2	48	10	465	864.5	405.3	0.133978650253
MCF7	drugB	1	2	48	0.001	796	864.5	405.3	0.854491588837
MCF7	drugB	1	2	48	0.003162	897	864.5	405.3	1.06868984144
MCF7	drugB	1	2	48	0.01	890	864.5	405.3	1.05391323972
MCF7	drugB	1	2	48	0.03162	805	864.5	405.3	0.873668367458
MCF7	drugB	1	2	48	0.1	721	864.5	405.3	0.693945543269
MCF7	drugB	1	2	48	0.3162	425	864.5	405.3	0.04438501144
MCF7	drugB	1	2	48	1	199	864.5	405.3	-0.478409467662
MCF7	drugB	1	2	48	3.162	96	864.5	405.3	-0.732297818974
MCF7	drugB	1	2	48	10	84	864.5	405.3	-0.763087329491
MCF7	drugC	1	2	48	0.001	902	864.5	405.3	1.07923855425
MCF7	drugC	1	2	48	0.003162	842	864.5	405.3	0.952317247834
MCF7	drugC	1	2	48	0.01	890	864.5	405.3	1.05391323972
MCF7	drugC	1	2	48	0.03162	853	864.5	405.3	0.975642167791
MCF7	drugC	1	2	48	0.1	508	864.5	405.3	0.229564677739
MCF7	drugC	1	2	48	0.3162	72	864.5	405.3	-0.794254268924
MCF7	drugC	1	2	48	1	43	864.5	405.3	-0.871621760825
MCF7	drugC	1	2	48	3.162	39	864.5	405.3	-0.882593762784
MCF7	drugC	1	2	48	10	40	864.5	405.3	-0.879842154172
MCF7	drugD	1	2	48	0.001	856	864.5	405.3	0.981999060499
MCF7	drugD	1	2	48	0.003162	841	864.5	405.3	0.950195521238
MCF7	drugD	1	2	48	0.01	872	864.5	405.3	1.01587069081
MCF7	drugD	1	2	48	0.03162	795	864.5	405.3	0.852359701801
MCF7	drugD	1	2	48	0.1	823	864.5	405.3	0.911967507146
MCF7	drugD	1	2	48	0.3162	759	864.5	405.3	0.775457508987
MCF7	drugD	1	2	48	1	627	864.5	405.3	0.490690355703
MCF7	drugD	1	2	48	3.162	648	864.5	405.3	0.536310562498
MCF7	drugD	1	2	48	10	670	864.5	405.3	0.5839686364
MCF7	drugA	1	1	72	0.001	1396	1221.5	405.3	1.17503595708
MCF7	drugA	1	1	72	0.003162	1267	1221.5	405.3	1.04648894774
MCF7	drugA	1	1	72	0.01	1226	1221.5	405.3	1.00462615736
MCF7	drugA	1	1	72	0.03162	1152	1221.5	405.3	0.927726307452
MCF7	drugA	1	1	72	0.1	784	1221.5	405.3	0.513677171012
MCF7	drugA	1	1	72	0.3162	605	1221.5	405.3	0.286207912268
MCF7	drugA	1	1	72	1	517	1221.5	405.3	0.165253080076
MCF7	drugA	1	1	72	3.162	499	1221.5	405.3	0.139595422948
MCF7	drugA	1	1	72	10	519	1221.5	405.3	0.168083274207
MCF7	drugB	1	1	72	0.001	1241	1221.5	405.3	1.02000130684
MCF7	drugB	1	1	72	0.003162	1329	1221.5	405.3	1.10884975491
MCF7	drugB	1	1	72	0.01	1220	1221.5	405.3	0.99845654044
MCF7	drugB	1	1	72	0.03162	1161	1221.5	405.3	0.937175069915
MCF7	drugB	1	1	72	0.1	1060	1221.5	405.3	0.829508330044
MCF7	drugB	1	1	72	0.3162	610	1221.5	405.3	0.29287642625
MCF7	drugB	1	1	72	1	201	1221.5	405.3	-0.356377095164
MCF7	drugB	1	1	72	3.162	62	1221.5	405.3	-0.692608268296
MCF7	drugB	1	1	72	10	39	1221.5	405.3	-0.770280421363
MCF7	drugC	1	1	72	0.001	1290	1221.5	405.3	1.0697523556
MCF7	drugC	1	1	72	0.003162	1326	1221.5	405.3	1.10585754145
MCF7	drugC	1	1	72	0.01	1196	1221.5	405.3	0.973664416482
MCF7	drugC	1	1	72	0.03162	1216	1221.5	405.3	0.994337195775
MCF7	drugC	1	1	72	0.1	732	1221.5	405.3	0.449795465532
MCF7	drugC	1	1	72	0.3162	67	1221.5	405.3	-0.677258106534
MCF7	drugC	1	1	72	1	15	1221.5	405.3	-0.873971285956
MCF7	drugC	1	1	72	3.162	13	1221.5	405.3	-0.884808121
MCF7	drugC	1	1	72	10	14	1221.5	405.3	-0.879317705873
MCF7	drugD	1	1	72	0.001	1370	1221.5	405.3	1.14949505445
MCF7	drugD	1	1	72	0.003162	1206	1221.5	405.3	0.984016735094
MCF7	drugD	1	1	72	0.01	1268	1221.5	405.3	1.04750364717
MCF7	drugD	1	1	72	0.03162	1272	1221.5	405.3	1.05155947405
MCF7	drugD	1	1	72	0.1	1291	1221.5	405.3	1.07076029504
MCF7	drugD	1	1	72	0.3162	1107	1221.5	405.3	0.880064289665
MCF7	drugD	1	1	72	1	930	1221.5	405.3	0.685126272877
MCF7	drugD	1	1	72	3.162	790	1221.5	405.3	0.520945268972
MCF7	drugD	1	1	72	10	775	1221.5	405.3	0.50273613434
MCF7	drugA	1	2	72	0.001	1314	1239.5	405.3	1.07371128197
MCF7	drugA	1	2	72	0.003162	1387	1239.5	405.3	1.14441303686
MCF7	drugA	1	2	72	0.01	1263	1239.5	405.3	1.02342854762
MCF7	drugA	1	2	72	0.03162	1007	1239.5	405.3	0.75828081462
MCF7	drugA	1	2	72	0.1	789	1239.5	405.3	0.511434302217
MCF7	drugA	1	2	72	0.3162	587	1239.5	405.3	0.258192036683
MCF7	drugA	1	2	72	1	540	1239.5	405.3	0.194737665642
MCF7	drugA	1	2	72	3.162	522	1239.5	405.3	0.169884439427
MCF7	drugA	1	2	72	10	478	1239.5	405.3	0.107718744097
MCF7	drugB	1	2	72	0.001	1231	1239.5	405.3	0.991484365856
MCF7	drugB	1	2	72	0.003162	1249	1239.5	405.3	1.00949126217
MCF7	drugB	1	2	72	0.01	1223	1239.5	405.3	0.983449221338
MCF7	drugB	1	2	72	0.03162	1195	1239.5	405.3	0.955167564351
MCF7	drugB	1	2	72	0.1	1050	1239.5	405.3	0.804466303367
MCF7	drugB	1	2	72	0.3162	578	1239.5	405.3	0.246195087919
MCF7	drugB	1	2	72	1	199	1239.5	405.3	-0.356656637726
MCF7	drugB	1	2	72	3.162	69	1239.5	405.3	-0.666417130957
MCF7	drugB	1	2	72	10	39	1239.5	405.3	-0.765815774765
MCF7	drugC	1	2	72	0.001	1189	1239.5	405.3	0.949074584398
MCF7	drugC	1	2	72	0.003162	1252	1239.5	405.3	1.0124827993
MCF7	drugC	1	2	72	0.01	1315	1239.5	405.3	1.07468972963
MCF7	drugC	1	2	72	0.03162	1187	1239.5	405.3	0.947040996755
MCF7	drugC	1	2	72	0.1	772	1239.5	405.3	0.491157460307
MCF7	drugC	1	2	72	0.3162	66	1239.5	405.3	-0.675486321931
MCF7	drugC	1	2	72	1	15	1239.5	405.3	-0.870508538625
MCF7	drugC	1	2	72	3.162	15	1239.5	405.3	-0.870508538625
MCF7	drugC	1	2	72	10	14	1239.5	405.3	-0.875931495107
MCF7	drugD	1	2	72	0.001	1222	1239.5	405.3	0.982443426169
MCF7	drugD	1	2	72	0.003162	1285	1239.5	405.3	1.04521199758
MCF7	drugD	1	2	72	0.01	1203	1239.5	405.3	0.963273488912
MCF7	drugD	1	2	72	0.03162	1320	1239.5	405.3	1.07957773416
MCF7	drugD	1	2	72	0.1	1253	1239.5	405.3	1.01347937298
MCF7	drugD	1	2	72	0.3162	1149	1239.5	405.3	0.908151896867
MCF7	drugD	1	2	72	1	879	1239.5	405.3	0.616137728212
MCF7	drugD	1	2	72	3.162	849	1239.5	405.3	0.581709903544
MCF7	drugD	1	2	72	10	784	1239.5	405.3	0.505487907499
BT20	drugA	0	1	48	0.001	1079	1135.75	492.8	0.916678670515
BT20	drugA	0	1	48	0.003162	1033	1135.75	492.8	0.848594015073
BT20	drugA	0	1	48	0.01	1006	1135.75	492.8	0.808392233432
BT20	drugA	0	1	48	0.03162	1009	1135.75	492.8	0.812868063523
BT20	drugA	0	1	48	0.1	768	1135.75	492.8	0.445326872273
BT20	drugA	0	1	48	0.3162	569	1135.75	492.8	0.126774932682
BT20	drugA	0	1	48	1	522	1135.75	492.8	0.0489483677706
BT20	drugA	0	1	48	3.162	489	1135.75	492.8	-0.00640568493669
BT20	drugA	0	1	48	10	508	1135.75	492.8	0.0255396513858
BT20	drugB	0	1	48	0.001	1049	1135.75	492.8	0.872332915631
BT20	drugB	0	1	48	0.003162	1102	1135.75	492.8	0.950535237112
BT20	drugB	0	1	48	0.01	1135	1135.75	492.8	0.998903520753
BT20	drugB	0	1	48	0.03162	1145	1135.75	492.8	1.01351316332
BT20	drugB	0	1	48	0.1	1105	1135.75	492.8	0.95494241628
BT20	drugB	0	1	48	0.3162	1020	1135.75	492.8	0.829260168915
BT20	drugB	0	1	48	1	1088	1135.75	492.8	0.929941347924
BT20	drugB	0	1	48	3.162	1105	1135.75	492.8	0.95494241628
BT20	drugB	0	1	48	10	1061	1135.75	492.8	0.890096728041
BT20	drugC	0	1	48	0.001	1144	1135.75	492.8	1.01205317713
BT20	drugC	0	1	48	0.003162	1091	1135.75	492.8	0.934358093947
BT20	drugC	0	1	48	0.01	1104	1135.75	492.8	0.953473582606
BT20	drugC	0	1	48	0.03162	1081	1135.75	492.8	0.919627550473
BT20	drugC	0	1	48	0.1	967	1135.75	492.8	0.749997171723
BT20	drugC	0	1	48	0.3162	760	1135.75	492.8	0.432817142401
BT20	drugC	0	1	48	1	401	1135.75	492.8	-0.157290592197
BT20	drugC	0	1	48	3.162	185	1135.75	492.8	-0.556633265649
BT20	drugC	0	1	48	10	114	1135.75	492.8	-0.703376437247
BT20	drugD	0	1	48	0.001	1227	1135.75	492.8	1.13251474228
BT20	drugD	0	1	48	0.003162	1040	1135.75	492.8	0.858987411523
BT20	drugD	0	1	48	0.01	965	1135.75	492.8	0.74699189311
BT20	drugD	0	1	48	0.03162	728	1135.75	492.8	0.382551564166
BT20	drugD	0	1	48	0.1	628	1135.75	492.8	0.222947534044
BT20	drugD	0	1	48	0.3162	475	1135.75	492.8	-0.0300791751543
BT20	drugD	0	1	48	1	472	1135.75	492.8	-0.035167383661
BT20	drugD	0	1	48	3.162	446	1135.75	492.8	-0.0794998934048
BT20	drugD	0	1	48	10	439	1135.75	492.8	-0.0915097149154
BT20	drugA	0	2	48	0.001	1045	1195.0	492.8	0.800725173815
BT20	drugA	0	2	48	0.003162	1189	1195.0	492.8	0.992137844602
BT20	drugA	0	2	48	0.01	978	1195.0	492.8	0.709734837841
BT20	drugA	0	2	48	0.03162	996	1195.0	492.8	0.73430961063
BT20	drugA	0	2	48	0.1	764	1195.0	492.8	0.409314514504
BT20	drugA	0	2	48	0.3162	609	1195.0	492.8	0.180182766635
BT20	drugA	0	2	48	1	561	1195.0	492.8	0.106749323916
BT20	drugA	0	2	48	3.162	490	1195.0	492.8	-0.00444884162079
BT20	drugA	0	2	48	10	521	1195.0	492.8	0.0445060859723
BT20	drugB	0	2	48	0.001	1097	1195.0	492.8	0.870470519817
BT20	drugB	0	2	48	0.003162	1071	1195.0	492.8	0.835689917565
BT20	drugB	0	2	48	0.01	1095	1195.0	492.8	0.867801504088
BT20	drugB	0	2	48	0.03162	1126	1195.0	492.8	0.909053514956
BT20	drugB	0	2	48	0.1	1261	1195.0	492.8	1.08592857728
BT20	drugB	0	2	48	0.3162	1081	1195.0	492.8	0.849088568407
BT20	drugB	0	2	48	1	1180	1195.0	492.8	0.980328407018
BT20	drugB	0	2	48	3.162	1182	1195.0	492.8	0.98295441443
BT20	drugB	0	2	48	10	1172	1195.0	492.8	0.969814675418
BT20	drugC	0	2	48	0.001	1070	1195.0	492.8	0.834348559568
BT20	drugC	0	2	48	0.003162	1177	1195.0	492.8	0.976387579919
BT20	drugC	0	2	48	0.01	1084	1195.0	492.8	0.853102898465
BT20	drugC	0	2	48	0.03162	1111	1195.0	492.8	0.889124133848
BT20	drugC	0	2	48	0.1	908	1195.0	492.8	0.613208167282
BT20	drugC	0	2	48	0.3162	710	1195.0	492.8	0.330750575856
BT20	drugC	0	2	48	1	413	1195.0	492.8	-0.12910617852
BT20	drugC	0	2	48	3.162	181	1195.0	492.8	-0.543318255405
BT20	drugC	0	2	48	10	102	1195.0	492.8	-0.708454104558
BT20	drugD	0	2	48	0.001	1138	1195.0	492.8	0.924955460634
BT20	drugD	0	2	48	0.003162	1078	1195.0	492.8	0.845071814661
BT20	drugD	0	2	48	0.01	944	1195.0	492.8	0.663045056709
BT20	drugD	0	2	48	0.03162	717	1195.0	492.8	0.341006223252
BT20	drugD	0	2	48	0.1	626	1195.0	492.8	0.20588471582
BT20	drugD	0	2	48	0.3162	523	1195.0	492.8	0.0476423523167
BT20	drugD	0	2	48	1	519	1195.0	492.8	0.0413672000944
BT20	drugD	0	2	48	3.162	486	1195.0	492.8	-0.0108139363432
BT20	drugD	0	2	48	10	442	1195.0	492.8	-0.0816091263387
BT20	drugA	0	3	48	0.001	1057	1102.75	492.8	0.928385553863
BT20	drugA	0	3	48	0.003162	1139	1102.75	492.8	1.05644932728
BT20	drugA	0	3	48	0.01	1026	1102.75	492.8	0.87961476496
BT20	drugA	0	3	48	0.03162	952	1102.75	492.8	0.762347833664
BT20	drugA	0	3	48	0.1	734	1102.75	492.8	0.408961140083
BT20	drugA	0	3	48	0.3162	649	1102.75	492.8	0.267362387713
BT20	drugA	0	3	48	1	553	1102.75	492.8	0.104269131147
BT20	drugA	0	3	48	3.162	526	1102.75	492.8	0.0577105738295
BT20	drugA	0	3	48	10	532	1102.75	492.8	0.0680851504317
BT20	drugB	0	3	48	0.001	1125	1102.75	492.8	1.03467833903
BT20	drugB	0	3	48	0.003162	1201	1102.75	492.8	1.15242252554
BT20	drugB	0	3	48	0.01	1102	1102.75	492.8	0.99882937754
BT20	drugB	0	3	48	0.03162	1116	1102.75	492.8	1.02066277077
BT20	drugB	0	3	48	0.1	1051	1102.75	492.8	0.918961789748
BT20	drugB	0	3	48	0.3162	1065	1102.75	492.8	0.940938982571
BT20	drugB	0	3	48	1	1124	1102.75	492.8	1.03312182793
BT20	drugB	0	3	48	3.162	1090	1102.75	492.8	0.980084250177
BT20	drugB	0	3	48	10	1075	1102.75	492.8	0.956612300635
BT20	drugC	0	3	48	0.001	1181	1102.75	492.8	1.12154064606
BT20	drugC	0	3	48	0.003162	1071	1102.75	492.8	0.950345423532
BT20	drugC	0	3	48	0.01	1173	1102.75	492.8	1.10916752979
BT20	drugC	0	3	48	0.03162	1085	1102.75	492.8	0.97226530171
BT20	drugC	0	3	48	0.1	967	1102.75	492.8	0.786217892782
BT20	drugC	0	3	48	0.3162	677	1102.75	492.8	0.314277084091
BT20	drugC	0	3	48	1	423	1102.75	492.8	-0.123163438014
BT20	drugC	0	3	48	3.162	187	1102.75	492.8	-0.565639264066
BT20	drugC	0	3	48	10	105	1102.75	492.8	-0.73566859741
BT20	drugD	0	3	48	0.001	1224	1102.75	492.8	1.18784821856
BT20	drugD	0	3	48	0.003162	1048	1102.75	492.8	0.914247096505
BT20	drugD	0	3	48	0.01	922	1102.75	492.8	0.714449246896
BT20	drugD	0	3	48	0.03162	702	1102.75	492.8	0.355936789747
BT20	drugD	0	3	48	0.1	556	1102.75	492.8	0.109422475503
BT20	drugD	0	3	48	0.3162	465	1102.75	492.8	-0.0487414550189
BT20	drugD	0	3	48	1	476	1102.75	492.8	-0.0294079822433
BT20	drugD	0	3	48	3.162	448	1102.75	492.8	-0.078746742476
BT20	drugD	0	3	48	10	443	1102.75	492.8	-0.0876018191995
BT20	drugA	0	1	72	0.001	1710	1766.0	492.8	0.965305500206
BT20	drugA	0	1	72	0.003162	1796	1766.0	492.8	1.01837954511
BT20	drugA	0	1	72	0.01	1691	1766.0	492.8	0.953416540961
BT20	drugA	0	1	72	0.03162	1343	1766.0	492.8	0.723661481149
BT20	drugA	0	1	72	0.1	1082	1766.0	492.8	0.532802880903
BT20	drugA	0	1	72	0.3162	773	1766.0	492.8	0.276948406419
BT20	drugA	0	1	72	1	585	1766.0	492.8	0.0976150315541
BT20	drugA	0	1	72	3.162	581	1766.0	492.8	0.0935329321918
BT20	drugA	0	1	72	10	510	1766.0	492.8	0.0188056298808
BT20	drugB	0	1	72	0.001	1741	1766.0	492.8	0.984574452058
BT20	drugB	0	1	72	0.003162	1762	1766.0	492.8	0.997538649618
BT20	drugB	0	1	72	0.01	1632	1766.0	492.8	0.916103539949
BT20	drugB	0	1	72	0.03162	1766	1766.0	492.8	1.0
BT20	drugB	0	1	72	0.1	1730	1766.0	492.8	0.977755165803
BT20	drugB	0	1	72	0.3162	1723	1766.0	492.8	0.973405300861
BT20	drugB	0	1	72	1	1837	1766.0	492.8	1.04327290063
BT20	drugB	0	1	72	3.162	1757	1766.0	492.8	0.994458368344
BT20	drugB	0	1	72	10	1663	1766.0	492.8	0.935784131478
BT20	drugC	0	1	72	0.001	1765	1766.0	492.8	0.99938490143
BT20	drugC	0	1	72	0.003162	1720	1766.0	492.8	0.971538601557
BT20	drugC	0	1	72	0.01	1609	1766.0	492.8	0.901391204539
BT20	drugC	0	1	72	0.03162	1724	1766.0	492.8	0.974027203875
BT20	drugC	0	1	72	0.1	1513	1766.0	492.8	0.838918307604
BT20	drugC	0	1	72	0.3162	1087	1766.0	492.8	0.536645439902
BT20	drugC	0	1	72	1	549	1766.0	492.8	0.0604018826396
BT20	drugC	0	1	72	3.162	217	1766.0	492.8	-0.359446445139
BT20	drugC	0	1	72	10	72	1766.0	492.8	-0.64814821047
BT20	drugD	0	1	72	0.001	1676	1766.0	492.8	0.943987341864
BT20	drugD	0	1	72	0.003162	1512	1766.0	492.8	0.838258164139
BT20	drugD	0	1	72	0.01	1288	1766.0	492.8	0.684961157065
BT20	drugD	0	1	72	0.03162	1029	1766.0	492.8	0.491561300377
BT20	drugD	0	1	72	0.1	648	1766.0	492.8	0.160305583862
BT20	drugD	0	1	72	0.3162	510	1766.0	492.8	0.0188056298808
BT20	drugD	0	1	72	1	451	1766.0	492.8	-0.0469947455736
BT20	drugD	0	1	72	3.162	420	1766.0	492.8	-0.0831466260914
BT20	drugD	0	1	72	10	475	1766.0	492.8	-0.0197802388277
BT20	drugA	0	2	72	0.001	1740	1720.5	492.8	1.0125354689
BT20	drugA	0	2	72	0.003162	1744	1720.5	492.8	1.01509909565
BT20	drugA	0	2	72	0.01	1707	1720.5	492.8	0.991284480046
BT20	drugA	0	2	72	0.03162	1386	1720.5	492.8	0.774094025047
BT20	drugA	0	2	72	0.1	1064	1720.5	492.8	0.532214630504
BT20	drugA	0	2	72	0.3162	698	1720.5	492.8	0.212876889991
BT20	drugA	0	2	72	1	597	1720.5	492.8	0.112201519868
BT20	drugA	0	2	72	3.162	532	1720.5	492.8	0.0433469567841
BT20	drugA	0	2	72	10	493	1720.5	492.8	0.000224979418609
BT20	drugB	0	2	72	0.001	1715	1720.5	492.8	0.996452924335
BT20	drugB	0	2	72	0.003162	1707	1720.5	492.8	0.991284480046
BT20	drugB	0	2	72	0.01	1664	1720.5	492.8	0.963317117376
BT20	drugB	0	2	72	0.03162	1678	1720.5	492.8	0.972457752134
BT20	drugB	0	2	72	0.1	1642	1720.5	492.8	0.94888373316
BT20	drugB	0	2	72	0.3162	1779	1720.5	492.8	1.0374200692
BT20	drugB	0	2	72	1	1751	1720.5	492.8	1.01957914632
BT20	drugB	0	2	72	3.162	1663	1720.5	492.8	0.962662906061
BT20	drugB	0	2	72	10	1663	1720.5	492.8	0.962662906061
BT20	drugC	0	2	72	0.001	1625	1720.5	492.8	0.93767155192
BT20	drugC	0	2	72	0.003162	1712	1720.5	492.8	0.994516019278
BT20	drugC	0	2	72	0.01	1763	1720.5	492.8	1.02724070774
BT20	drugC	0	2	72	0.03162	1603	1720.5	492.8	0.923083783837
BT20	drugC	0	2	72	0.1	1459	1720.5	492.8	0.825304560987
BT20	drugC	0	2	72	0.3162	1155	1720.5	492.8	0.603535567561
