cell_line,agent,perturbation,replicate,time,concentration,cell_count,cell_count__ctrl,cell_count__time0
PT217OBXp12,Drug A,0,1,46,0.5,0.298702853,0.267254437,0.08175962
PT217OBXp12,Drug A,0,1,46,1,0.225619353,0.267254437,0.08175962
PT217OBXp12,Drug A,0,1,46,2,0.288329553,0.267254437,0.08175962
PT217OBXp12,Drug A,0,1,46,4,0.251286153,0.267254437,0.08175962
PT217OBXp12,Drug A,0,1,46,8,0.233456253,0.267254437,0.08175962
PT217OBXp12,Drug A,0,1,46,16,0.162060653,0.267254437,0.08175962
PT217OBXp12,Drug A,0,1,46,32,0.115442453,0.267254437,0.08175962
PT217OBXp12,Drug A,0,1,46,64,0.083093653,0.267254437,0.08175962
PT217OBXp12,Drug A,0,1,46,128,0.068644553,0.267254437,0.08175962
PT217OBXp12,Drug A,0,1,46,256,0.064320553,0.267254437,0.08175962
PT217OBXp12,Drug A,0,2,46,0.0078125,0.296118753,0.267254437,0.08175962
PT217OBXp12,Drug A,0,2,46,0.015625,0.311174653,0.267254437,0.08175962
PT217OBXp12,Drug A,0,2,46,0.03125,0.309166153,0.267254437,0.08175962
PT217OBXp12,Drug A,0,2,46,0.0625,0.326521353,0.267254437,0.08175962
PT217OBXp12,Drug A,0,2,46,0.125,0.314957953,0.267254437,0.08175962
PT217OBXp12,Drug A,0,2,46,0.25,0.298940653,0.267254437,0.08175962
PT217OBXp12,Drug A,0,2,46,0.5,0.273269953,0.267254437,0.08175962
PT217OBXp12,Drug A,0,2,46,1,0.244895353,0.267254437,0.08175962
PT217OBXp12,Drug A,0,2,46,2,,0.267254437,0.08175962
PT217OBXp12,Drug A,0,2,46,4,0.246669853,0.267254437,0.08175962
PT217OBXp12,Drug A,0,2,46,8,,0.267254437,0.08175962
PT217OBXp12,Drug A,0,2,46,16,0.177910653,0.267254437,0.08175962
PT217OBXp12,Drug A,0,2,46,32,,0.267254437,0.08175962
PT217OBXp12,Drug A,0,2,46,64,0.079403753,0.267254437,0.08175962
PT217OBXp12,Drug A,0,2,46,128,0.063453853,0.267254437,0.08175962
PT217OBXp12,Drug A,0,2,46,256,0.060149353,0.267254437,0.08175962
PT217OBXp12,Drug A,0,3,46,0.0078125,0.318342053,0.267254437,0.08175962
PT217OBXp12,Drug A,0,3,46,0.015625,0.318462753,0.267254437,0.08175962
PT217OBXp12,Drug A,0,3,46,0.03125,0.298502053,0.267254437,0.08175962
PT217OBXp12,Drug A,0,3,46,0.0625,0.302994853,0.267254437,0.08175962
PT217OBXp12,Drug A,0,3,46,0.125,0.322551453,0.267254437,0.08175962
PT217OBXp12,Drug A,0,3,46,0.25,0.275571453,0.267254437,0.08175962
PT217OBXp12,Drug A,0,3,46,0.5,0.267466453,0.267254437,0.08175962
PT217OBXp12,Drug A,0,3,46,1,0.270118053,0.267254437,0.08175962
PT217OBXp12,Drug A,0,3,46,2,0.287849753,0.267254437,0.08175962
PT217OBXp12,Drug A,0,3,46,4,0.266506653,0.267254437,0.08175962
PT217OBXp12,Drug A,0,3,46,8,0.235992853,0.267254437,0.08175962
PT217OBXp12,Drug A,0,3,46,16,0.196730353,0.267254437,0.08175962
PT217OBXp12,Drug A,0,3,46,32,0.116010053,0.267254437,0.08175962
PT217OBXp12,Drug A,0,3,46,64,0.087698253,0.267254437,0.08175962
PT217OBXp12,Drug A,0,3,46,128,0.069222653,0.267254437,0.08175962
PT217OBXp12,Drug A,0,3,46,256,0.071463053,0.267254437,0.08175962
PT363SBMp8,Drug A,0,1,22,0.0078125,,0.145530039,0.07934342
PT363SBMp8,Drug A,0,1,22,0.015625,0.167131853,0.145530039,0.07934342
PT363SBMp8,Drug A,0,1,22,0.03125,0.161122353,0.145530039,0.07934342
PT363SBMp8,Drug A,0,1,22,0.0625,0.152761653,0.145530039,0.07934342
PT363SBMp8,Drug A,0,1,22,0.125,0.205200353,0.145530039,0.07934342
PT363SBMp8,Drug A,0,1,22,0.25,0.225030553,0.145530039,0.07934342
PT363SBMp8,Drug A,0,1,22,0.5,0.196164253,0.145530039,0.07934342
PT363SBMp8,Drug A,0,1,22,1,0.201338553,0.145530039,0.07934342
PT363SBMp8,Drug A,0,1,22,2,0.232512453,0.145530039,0.07934342
PT363SBMp8,Drug A,0,1,22,4,0.225679153,0.145530039,0.07934342
PT363SBMp8,Drug A,0,1,22,8,0.160866353,0.145530039,0.07934342
PT363SBMp8,Drug A,0,1,22,16,,0.145530039,0.07934342
PT363SBMp8,Drug A,0,1,22,32,0.169629953,0.145530039,0.07934342
PT363SBMp8,Drug A,0,1,22,64,0.144646553,0.145530039,0.07934342
PT363SBMp8,Drug A,0,1,22,128,0.093139853,0.145530039,0.07934342
PT363SBMp8,Drug A,0,1,22,256,0.131931353,0.145530039,0.07934342
PT363SBMp8,Drug A,0,2,22,0.0078125,,0.145530039,0.07934342
PT363SBMp8,Drug A,0,2,22,0.015625,,0.145530039,0.07934342
PT363SBMp8,Drug A,0,2,22,0.03125,0.171596653,0.145530039,0.07934342
PT363SBMp8,Drug A,0,2,22,0.0625,0.172605853,0.145530039,0.07934342
PT363SBMp8,Drug A,0,2,22,0.125,0.207530353,0.145530039,0.07934342
PT363SBMp8,Drug A,0,2,22,0.25,0.224897853,0.145530039,0.07934342
PT363SBMp8,Drug A,0,2,22,0.5,0.179388653,0.145530039,0.07934342
PT363SBMp8,Drug A,0,2,22,1,0.198218453,0.145530039,0.07934342
PT363SBMp8,Drug A,0,2,22,2,0.233669953,0.145530039,0.07934342
PT363SBMp8,Drug A,0,2,22,4,0.218101553,0.145530039,0.07934342
PT363SBMp8,Drug A,0,2,22,8,,0.145530039,0.07934342
PT363SBMp8,Drug A,0,2,22,16,0.188304953,0.145530039,0.07934342
PT363SBMp8,Drug A,0,2,22,32,0.159145353,0.145530039,0.07934342
PT363SBMp8,Drug A,0,2,22,64,0.146096053,0.145530039,0.07934342
PT363SBMp8,Drug A,0,2,22,128,0.095202253,0.145530039,0.07934342
PT363SBMp8,Drug A,0,2,22,256,0.130248853,0.145530039,0.07934342
PT363SBMp8,Drug A,0,3,22,0.0078125,,0.145530039,0.07934342
PT363SBMp8,Drug A,0,3,22,0.015625,0.162083853,0.145530039,0.07934342
PT363SBMp8,Drug A,0,3,22,0.03125,0.173613953,0.145530039,0.07934342
PT363SBMp8,Drug A,0,3,22,0.0625,0.163182853,0.145530039,0.07934342
PT363SBMp8,Drug A,0,3,22,0.125,0.185683153,0.145530039,0.07934342
PT363SBMp8,Drug A,0,3,22,0.25,,0.145530039,0.07934342
PT363SBMp8,Drug A,0,3,22,0.5,0.173208353,0.145530039,0.07934342
PT363SBMp8,Drug A,0,3,22,1,0.215244553,0.145530039,0.07934342
PT363SBMp8,Drug A,0,3,22,2,,0.145530039,0.07934342
PT363SBMp8,Drug A,0,3,22,4,0.179209453,0.145530039,0.07934342
PT363SBMp8,Drug A,0,3,22,8,0.160963953,0.145530039,0.07934342
PT363SBMp8,Drug A,0,3,22,16,0.188721253,0.145530039,0.07934342
PT363SBMp8,Drug A,0,3,22,32,0.162120953,0.145530039,0.07934342
PT363SBMp8,Drug A,0,3,22,64,0.140744853,0.145530039,0.07934342
PT363SBMp8,Drug A,0,3,22,128,0.078149153,0.145530039,0.07934342
PT363SBMp8,Drug A,0,3,22,256,0.142523453,0.145530039,0.07934342
PT363SBMp8,Drug A,0,1,40,0.0078125,,,0.07934342
PT363SBMp8,Drug A,0,1,40,0.015625,,,0.07934342
PT363SBMp8,Drug A,0,1,40,0.03125,,,0.07934342
PT363SBMp8,Drug A,0,1,40,0.0625,,,0.07934342
PT363SBMp8,Drug A,0,1,40,0.125,,,0.07934342
PT363SBMp8,Drug A,0,1,40,0.25,,,0.07934342
PT363SBMp8,Drug A,0,1,40,0.5,,,0.07934342
PT363SBMp8,Drug A,0,1,40,1,,,0.07934342
PT363SBMp8,Drug A,0,1,40,2,,,0.07934342
PT363SBMp8,Drug A,0,1,40,4,,,0.07934342
PT363SBMp8,Drug A,0,1,40,8,,,0.07934342
PT363SBMp8,Drug A,0,1,40,16,,,0.07934342
PT363SBMp8,Drug A,0,1,40,32,,,0.07934342
PT363SBMp8,Drug A,0,1,40,64,,,0.07934342
PT363SBMp8,Drug A,0,1,40,128,,,0.07934342
PT363SBMp8,Drug A,0,1,40,256,,,0.07934342
PT363SBMp8,Drug A,0,2,40,0.0078125,,,0.07934342
PT363SBMp8,Drug A,0,2,40,0.015625,,,0.07934342
PT363SBMp8,Drug A,0,2,40,0.03125,,,0.07934342
PT363SBMp8,Drug A,0,2,40,0.0625,,,0.07934342
PT363SBMp8,Drug A,0,2,40,0.125,,,0.07934342
PT363SBMp8,Drug A,0,2,40,0.25,,,0.07934342
PT363SBMp8,Drug A,0,2,40,0.5,,,0.07934342
PT363SBMp8,Drug A,0,2,40,1,,,0.07934342
PT363SBMp8,Drug A,0,2,40,2,,,0.07934342
PT363SBMp8,Drug A,0,2,40,4,,,0.07934342
PT363SBMp8,Drug A,0,2,40,8,,,0.07934342
PT363SBMp8,Drug A,0,2,40,16,,,0.07934342
PT363SBMp8,Drug A,0,2,40,32,,,0.07934342
PT363SBMp8,Drug A,0,2,40,64,,,0.07934342
PT363SBMp8,Drug A,0,2,40,128,,,0.07934342
PT363SBMp8,Drug A,0,2,40,256,,,0.07934342
PT363SBMp8,Drug A,0,3,40,0.0078125,,,0.07934342
PT363SBMp8,Drug A,0,3,40,0.015625,,,0.07934342
PT363SBMp8,Drug A,0,3,40,0.03125,,,0.07934342
PT363SBMp8,Drug A,0,3,40,0.0625,,,0.07934342
PT363SBMp8,Drug A,0,3,40,0.125,,,0.07934342
PT363SBMp8,Drug A,0,3,40,0.25,,,0.07934342
PT363SBMp8,Drug A,0,3,40,0.5,,,0.07934342
PT363SBMp8,Drug A,0,3,40,1,,,0.07934342
PT363SBMp8,Drug A,0,3,40,2,,,0.07934342
PT363SBMp8,Drug A,0,3,40,4,,,0.07934342
PT363SBMp8,Drug A,0,3,40,8,,,0.07934342
PT363SBMp8,Drug A,0,3,40,16,,,0.07934342
PT363SBMp8,Drug A,0,3,40,32,,,0.07934342
PT363SBMp8,Drug A,0,3,40,64,,,0.07934342
PT363SBMp8,Drug A,0,3,40,128,,,0.07934342
PT363SBMp8,Drug A,0,3,40,256,,,0.07934342
PT400ROVp6,Drug B,0,1,22,0.03125,0.215495953,0.191789016,0.137623887
PT400ROVp6,Drug B,0,1,22,0.0625,,0.191789016,0.137623887
PT400ROVp6,Drug B,0,1,22,0.125,0.168092153,0.191789016,0.137623887
PT400ROVp6,Drug B,0,1,22,0.25,0.169729253,0.191789016,0.137623887
PT400ROVp6,Drug B,0,1,22,0.5,0.156661453,0.191789016,0.137623887
PT400ROVp6,Drug B,0,1,22,1,0.166734953,0.191789016,0.137623887
PT400ROVp6,Drug B,0,1,22,2,0.156273853,0.191789016,0.137623887
PT400ROVp6,Drug B,0,1,22,4,0.141637253,0.191789016,0.137623887
PT400ROVp6,Drug B,0,1,22,8,0.130716253,0.191789016,0.137623887
PT400ROVp6,Drug B,0,1,22,16,0.107223553,0.191789016,0.137623887
PT400ROVp6,Drug B,0,1,22,32,0.084494753,0.191789016,0.137623887
PT400ROVp6,Drug B,0,1,22,64,0.091071453,0.191789016,0.137623887
PT400ROVp6,Drug B,0,2,22,0.03125,0.207988053,0.191789016,0.137623887
PT400ROVp6,Drug B,0,2,22,0.0625,0.172064953,0.191789016,0.137623887
PT400ROVp6,Drug B,0,2,22,0.125,0.174218153,0.191789016,0.137623887
PT400ROVp6,Drug B,0,2,22,0.25,0.168786153,0.191789016,0.137623887
PT400ROVp6,Drug B,0,2,22,0.5,0.170926553,0.191789016,0.137623887
PT400ROVp6,Drug B,0,2,22,1,0.170056753,0.191789016,0.137623887
PT400ROVp6,Drug B,0,2,22,2,0.141240053,0.191789016,0.137623887
PT400ROVp6,Drug B,0,2,22,4,0.135877853,0.191789016,0.137623887
PT400ROVp6,Drug B,0,2,22,8,0.121738453,0.191789016,0.137623887
PT400ROVp6,Drug B,0,2,22,16,0.112467953,0.191789016,0.137623887
PT400ROVp6,Drug B,0,2,22,32,0.100287953,0.191789016,0.137623887
PT400ROVp6,Drug B,0,2,22,64,,0.191789016,0.137623887
PT400ROVp6,Drug B,0,3,22,0.03125,0.210933253,0.191789016,0.137623887
PT400ROVp6,Drug B,0,3,22,0.0625,0.171379553,0.191789016,0.137623887
PT400ROVp6,Drug B,0,3,22,0.125,0.164914753,0.191789016,0.137623887
PT400ROVp6,Drug B,0,3,22,0.25,,0.191789016,0.137623887
PT400ROVp6,Drug B,0,3,22,0.5,0.163750853,0.191789016,0.137623887
PT400ROVp6,Drug B,0,3,22,1,0.145038753,0.191789016,0.137623887
PT400ROVp6,Drug B,0,3,22,2,0.163380553,0.191789016,0.137623887
PT400ROVp6,Drug B,0,3,22,4,0.150453453,0.191789016,0.137623887
PT400ROVp6,Drug B,0,3,22,8,0.128109853,0.191789016,0.137623887
PT400ROVp6,Drug B,0,3,22,16,0.110386053,0.191789016,0.137623887
PT400ROVp6,Drug B,0,3,22,32,0.096757853,0.191789016,0.137623887
PT400ROVp6,Drug B,0,3,22,64,0.090651953,0.191789016,0.137623887
PT400ROVp6,Drug B,0,1,46,0.03125,0.303242553,0.319229462,0.137623887
PT400ROVp6,Drug B,0,1,46,0.0625,0.303936453,0.319229462,0.137623887
PT400ROVp6,Drug B,0,1,46,0.125,,0.319229462,0.137623887
PT400ROVp6,Drug B,0,1,46,0.25,0.229739553,0.319229462,0.137623887
PT400ROVp6,Drug B,0,1,46,0.5,0.235512853,0.319229462,0.137623887
PT400ROVp6,Drug B,0,1,46,1,0.211922753,0.319229462,0.137623887
PT400ROVp6,Drug B,0,1,46,2,0.174116053,0.319229462,0.137623887
PT400ROVp6,Drug B,0,1,46,4,0.141737953,0.319229462,0.137623887
PT400ROVp6,Drug B,0,1,46,8,,0.319229462,0.137623887
PT400ROVp6,Drug B,0,1,46,16,0.073189953,0.319229462,0.137623887
PT400ROVp6,Drug B,0,1,46,32,0.052300853,0.319229462,0.137623887
PT400ROVp6,Drug B,0,1,46,64,0.028864473,0.319229462,0.137623887
PT400ROVp6,Drug B,0,2,46,0.03125,0.289509853,0.319229462,0.137623887
PT400ROVp6,Drug B,0,2,46,0.0625,0.309174453,0.319229462,0.137623887
PT400ROVp6,Drug B,0,2,46,0.125,0.253382953,0.319229462,0.137623887
PT400ROVp6,Drug B,0,2,46,0.25,0.233375653,0.319229462,0.137623887
PT400ROVp6,Drug B,0,2,46,0.5,0.204710453,0.319229462,0.137623887
PT400ROVp6,Drug B,0,2,46,1,0.218153153,0.319229462,0.137623887
PT400ROVp6,Drug B,0,2,46,2,0.160277753,0.319229462,0.137623887
PT400ROVp6,Drug B,0,2,46,4,0.174383253,0.319229462,0.137623887
PT400ROVp6,Drug B,0,2,46,8,0.116177653,0.319229462,0.137623887
PT400ROVp6,Drug B,0,2,46,16,0.083654453,0.319229462,0.137623887
PT400ROVp6,Drug B,0,2,46,32,0.050801453,0.319229462,0.137623887
PT400ROVp6,Drug B,0,2,46,64,0.034735673,0.319229462,0.137623887
PT400ROVp6,Drug B,0,3,46,0.03125,0.329311653,0.319229462,0.137623887
PT400ROVp6,Drug B,0,3,46,0.0625,0.281826453,0.319229462,0.137623887
PT400ROVp6,Drug B,0,3,46,0.125,0.249415153,0.319229462,0.137623887
PT400ROVp6,Drug B,0,3,46,0.25,0.249836353,0.319229462,0.137623887
PT400ROVp6,Drug B,0,3,46,0.5,0.213086553,0.319229462,0.137623887
PT400ROVp6,Drug B,0,3,46,1,0.201028653,0.319229462,0.137623887
PT400ROVp6,Drug B,0,3,46,2,0.165267653,0.319229462,0.137623887
PT400ROVp6,Drug B,0,3,46,4,0.153500653,0.319229462,0.137623887
PT400ROVp6,Drug B,0,3,46,8,0.115658753,0.319229462,0.137623887
PT400ROVp6,Drug B,0,3,46,16,0.079981753,0.319229462,0.137623887
PT400ROVp6,Drug B,0,3,46,32,0.052599853,0.319229462,0.137623887
PT400ROVp6,Drug B,0,3,46,64,0.033544053,0.319229462,0.137623887
PT400LOVp7,Drug B,0,1,22,0.03125,0.304683953,0.285128573,0.19070262
PT400LOVp7,Drug B,0,1,22,0.0625,0.309278353,0.285128573,0.19070262
PT400LOVp7,Drug B,0,1,22,0.125,0.283915553,0.285128573,0.19070262
PT400LOVp7,Drug B,0,1,22,0.25,0.295645753,0.285128573,0.19070262
PT400LOVp7,Drug B,0,1,22,0.5,0.276066453,0.285128573,0.19070262
PT400LOVp7,Drug B,0,1,22,1,0.325670953,0.285128573,0.19070262
PT400LOVp7,Drug B,0,1,22,2,0.253076053,0.285128573,0.19070262
PT400LOVp7,Drug B,0,1,22,4,0.233005953,0.285128573,0.19070262
PT400LOVp7,Drug B,0,1,22,8,0.208975353,0.285128573,0.19070262
PT400LOVp7,Drug B,0,1,22,16,0.207722053,0.285128573,0.19070262
PT400LOVp7,Drug B,0,1,22,32,0.183179153,0.285128573,0.19070262
PT400LOVp7,Drug B,0,1,22,64,0.178709553,0.285128573,0.19070262
PT400LOVp7,Drug B,0,2,22,0.03125,0.350244953,0.285128573,0.19070262
PT400LOVp7,Drug B,0,2,22,0.0625,0.280637453,0.285128573,0.19070262
PT400LOVp7,Drug B,0,2,22,0.125,0.268999653,0.285128573,0.19070262
PT400LOVp7,Drug B,0,2,22,0.25,0.280071053,0.285128573,0.19070262
PT400LOVp7,Drug B,0,2,22,0.5,,0.285128573,0.19070262
PT400LOVp7,Drug B,0,2,22,1,0.282631553,0.285128573,0.19070262
PT400LOVp7,Drug B,0,2,22,2,0.251734853,0.285128573,0.19070262
PT400LOVp7,Drug B,0,2,22,4,0.239183853,0.285128573,0.19070262
PT400LOVp7,Drug B,0,2,22,8,0.196764253,0.285128573,0.19070262
PT400LOVp7,Drug B,0,2,22,16,0.192527053,0.285128573,0.19070262
PT400LOVp7,Drug B,0,2,22,32,0.170899453,0.285128573,0.19070262
PT400LOVp7,Drug B,0,2,22,64,0.183239553,0.285128573,0.19070262
PT400LOVp7,Drug B,0,3,22,0.03125,0.318381453,0.285128573,0.19070262
PT400LOVp7,Drug B,0,3,22,0.0625,0.259819453,0.285128573,0.19070262
PT400LOVp7,Drug B,0,3,22,0.125,0.259273253,0.285128573,0.19070262
PT400LOVp7,Drug B,0,3,22,0.25,0.288154053,0.285128573,0.19070262
PT400LOVp7,Drug B,0,3,22,0.5,0.278836553,0.285128573,0.19070262
PT400LOVp7,Drug B,0,3,22,1,0.268191153,0.285128573,0.19070262
PT400LOVp7,Drug B,0,3,22,2,,0.285128573,0.19070262
PT400LOVp7,Drug B,0,3,22,4,0.224080353,0.285128573,0.19070262
PT400LOVp7,Drug B,0,3,22,8,0.220412153,0.285128573,0.19070262
PT400LOVp7,Drug B,0,3,22,16,0.182377253,0.285128573,0.19070262
PT400LOVp7,Drug B,0,3,22,32,0.174250753,0.285128573,0.19070262
PT400LOVp7,Drug B,0,3,22,64,0.185872353,0.285128573,0.19070262
PT400LOVp7,Drug B,0,1,46,0.03125,,0.435404635,0.19070262
PT400LOVp7,Drug B,0,1,46,0.0625,0.444959853,0.435404635,0.19070262
PT400LOVp7,Drug B,0,1,46,0.125,0.422753753,0.435404635,0.19070262
PT400LOVp7,Drug B,0,1,46,0.25,0.387819953,0.435404635,0.19070262
PT400LOVp7,Drug B,0,1,46,0.5,0.401786253,0.435404635,0.19070262
PT400LOVp7,Drug B,0,1,46,1,0.450505053,0.435404635,0.19070262
PT400LOVp7,Drug B,0,1,46,2,,0.435404635,0.19070262
PT400LOVp7,Drug B,0,1,46,4,0.321765653,0.435404635,0.19070262
PT400LOVp7,Drug B,0,1,46,8,0.261818353,0.435404635,0.19070262
PT400LOVp7,Drug B,0,1,46,16,0.261104953,0.435404635,0.19070262
PT400LOVp7,Drug B,0,1,46,32,0.206763153,0.435404635,0.19070262
PT400LOVp7,Drug B,0,1,46,64,0.173529053,0.435404635,0.19070262
PT400LOVp7,Drug B,0,2,46,0.03125,0.469857953,0.435404635,0.19070262
PT400LOVp7,Drug B,0,2,46,0.0625,0.448228953,0.435404635,0.19070262
PT400LOVp7,Drug B,0,2,46,0.125,,0.435404635,0.19070262
PT400LOVp7,Drug B,0,2,46,0.25,0.391050153,0.435404635,0.19070262
PT400LOVp7,Drug B,0,2,46,0.5,0.447923053,0.435404635,0.19070262
PT400LOVp7,Drug B,0,2,46,1,0.449389553,0.435404635,0.19070262
PT400LOVp7,Drug B,0,2,46,2,0.346470453,0.435404635,0.19070262
PT400LOVp7,Drug B,0,2,46,4,0.362482553,0.435404635,0.19070262
PT400LOVp7,Drug B,0,2,46,8,0.317789853,0.435404635,0.19070262
PT400LOVp7,Drug B,0,2,46,16,0.243514553,0.435404635,0.19070262
PT400LOVp7,Drug B,0,2,46,32,0.178412553,0.435404635,0.19070262
PT400LOVp7,Drug B,0,2,46,64,0.176957853,0.435404635,0.19070262
PT400LOVp7,Drug B,0,3,46,0.03125,0.465316053,0.435404635,0.19070262
PT400LOVp7,Drug B,0,3,46,0.0625,0.425591853,0.435404635,0.19070262
PT400LOVp7,Drug B,0,3,46,0.125,0.423597453,0.435404635,0.19070262
PT400LOVp7,Drug B,0,3,46,0.25,0.415207653,0.435404635,0.19070262
PT400LOVp7,Drug B,0,3,46,0.5,0.495548153,0.435404635,0.19070262
PT400LOVp7,Drug B,0,3,46,1,,0.435404635,0.19070262
PT400LOVp7,Drug B,0,3,46,2,0.344850453,0.435404635,0.19070262
PT400LOVp7,Drug B,0,3,46,4,0.352612753,0.435404635,0.19070262
PT400LOVp7,Drug B,0,3,46,8,0.307667453,0.435404635,0.19070262
PT400LOVp7,Drug B,0,3,46,16,0.211965053,0.435404635,0.19070262
PT400LOVp7,Drug B,0,3,46,32,0.199092053,0.435404635,0.19070262
PT400LOVp7,Drug B,0,3,46,64,0.178624253,0.435404635,0.19070262
PT217RCGp15,Drug B,0,1,22,0.03125,0.225740353,0.151365055,0.115904053
PT217RCGp15,Drug B,0,1,22,0.0625,0.177118753,0.151365055,0.115904053
PT217RCGp15,Drug B,0,1,22,0.125,0.145334253,0.151365055,0.115904053
PT217RCGp15,Drug B,0,1,22,0.25,0.179267053,0.151365055,0.115904053
PT217RCGp15,Drug B,0,1,22,0.5,0.170372053,0.151365055,0.115904053
PT217RCGp15,Drug B,0,1,22,1,0.171685353,0.151365055,0.115904053
PT217RCGp15,Drug B,0,1,22,2,0.146851053,0.151365055,0.115904053
PT217RCGp15,Drug B,0,1,22,4,0.190935153,0.151365055,0.115904053
PT217RCGp15,Drug B,0,1,22,8,0.149762653,0.151365055,0.115904053
PT217RCGp15,Drug B,0,1,22,16,,0.151365055,0.115904053
PT217RCGp15,Drug B,0,1,22,32,0.087788453,0.151365055,0.115904053
PT217RCGp15,Drug B,0,1,22,64,0.057087853,0.151365055,0.115904053
PT217RCGp15,Drug B,0,2,22,0.03125,0.202662053,0.151365055,0.115904053
PT217RCGp15,Drug B,0,2,22,0.0625,0.188380353,0.151365055,0.115904053
PT217RCGp15,Drug B,0,2,22,0.125,0.180037153,0.151365055,0.115904053
PT217RCGp15,Drug B,0,2,22,0.25,,0.151365055,0.115904053
PT217RCGp15,Drug B,0,2,22,0.5,0.187330453,0.151365055,0.115904053
PT217RCGp15,Drug B,0,2,22,1,0.167087053,0.151365055,0.115904053
PT217RCGp15,Drug B,0,2,22,2,0.166332753,0.151365055,0.115904053
PT217RCGp15,Drug B,0,2,22,4,0.184746953,0.151365055,0.115904053
PT217RCGp15,Drug B,0,2,22,8,0.139742953,0.151365055,0.115904053
PT217RCGp15,Drug B,0,2,22,16,0.117667953,0.151365055,0.115904053
PT217RCGp15,Drug B,0,2,22,32,0.088934053,0.151365055,0.115904053
PT217RCGp15,Drug B,0,2,22,64,0.062324553,0.151365055,0.115904053
PT217RCGp15,Drug B,0,3,22,0.03125,0.197286053,0.151365055,0.115904053
PT217RCGp15,Drug B,0,3,22,0.0625,0.175068053,0.151365055,0.115904053
PT217RCGp15,Drug B,0,3,22,0.125,0.186204553,0.151365055,0.115904053
PT217RCGp15,Drug B,0,3,22,0.25,0.179281153,0.151365055,0.115904053
PT217RCGp15,Drug B,0,3,22,0.5,0.184996153,0.151365055,0.115904053
PT217RCGp15,Drug B,0,3,22,1,0.172853853,0.151365055,0.115904053
PT217RCGp15,Drug B,0,3,22,2,0.168873953,0.151365055,0.115904053
PT217RCGp15,Drug B,0,3,22,4,0.163779253,0.151365055,0.115904053
PT217RCGp15,Drug B,0,3,22,8,0.158683453,0.151365055,0.115904053
PT217RCGp15,Drug B,0,3,22,16,0.118088953,0.151365055,0.115904053
PT217RCGp15,Drug B,0,3,22,32,0.090832953,0.151365055,0.115904053
PT217RCGp15,Drug B,0,3,22,64,0.055761353,0.151365055,0.115904053
PT217RCGp15,Drug B,0,1,46,0.03125,0.261206853,0.310728033,0.115904053
PT217RCGp15,Drug B,0,1,46,0.0625,0.300434453,0.310728033,0.115904053
PT217RCGp15,Drug B,0,1,46,0.125,0.238434353,0.310728033,0.115904053
PT217RCGp15,Drug B,0,1,46,0.25,0.239768553,0.310728033,0.115904053
PT217RCGp15,Drug B,0,1,46,0.5,0.147804253,0.310728033,0.115904053
PT217RCGp15,Drug B,0,1,46,1,,0.310728033,0.115904053
PT217RCGp15,Drug B,0,1,46,2,,0.310728033,0.115904053
PT217RCGp15,Drug B,0,1,46,4,0.135809453,0.310728033,0.115904053
PT217RCGp15,Drug B,0,1,46,8,,0.310728033,0.115904053
PT217RCGp15,Drug B,0,1,46,16,0.046913053,0.310728033,0.115904053
PT217RCGp15,Drug B,0,1,46,32,0.033746873,0.310728033,0.115904053
PT217RCGp15,Drug B,0,1,46,64,0.015200843,0.310728033,0.115904053
PT217RCGp15,Drug B,0,2,46,0.03125,0.293933453,0.310728033,0.115904053
PT217RCGp15,Drug B,0,2,46,0.0625,0.282228453,0.310728033,0.115904053
PT217RCGp15,Drug B,0,2,46,0.125,0.280827853,0.310728033,0.115904053
PT217RCGp15,Drug B,0,2,46,0.25,0.250745653,0.310728033,0.115904053
PT217RCGp15,Drug B,0,2,46,0.5,0.173134553,0.310728033,0.115904053
PT217RCGp15,Drug B,0,2,46,1,0.186318853,0.310728033,0.115904053
PT217RCGp15,Drug B,0,2,46,2,0.173673153,0.310728033,0.115904053
PT217RCGp15,Drug B,0,2,46,4,0.154619953,0.310728033,0.115904053
PT217RCGp15,Drug B,0,2,46,8,0.069753453,0.310728033,0.115904053
PT217RCGp15,Drug B,0,2,46,16,0.050485853,0.310728033,0.115904053
PT217RCGp15,Drug B,0,2,46,32,,0.310728033,0.115904053
PT217RCGp15,Drug B,0,2,46,64,0.022112183,0.310728033,0.115904053
PT217RCGp15,Drug B,0,3,46,0.03125,0.314145353,0.310728033,0.115904053
PT217RCGp15,Drug B,0,3,46,0.0625,0.259097753,0.310728033,0.115904053
PT217RCGp15,Drug B,0,3,46,0.125,0.249895153,0.310728033,0.115904053
PT217RCGp15,Drug B,0,3,46,0.25,0.249203553,0.310728033,0.115904053
PT217RCGp15,Drug B,0,3,46,0.5,0.193986953,0.310728033,0.115904053
PT217RCGp15,Drug B,0,3,46,1,0.185453353,0.310728033,0.115904053
PT217RCGp15,Drug B,0,3,46,2,0.173263053,0.310728033,0.115904053
PT217RCGp15,Drug B,0,3,46,4,0.151122753,0.310728033,0.115904053
PT217RCGp15,Drug B,0,3,46,8,0.069178953,0.310728033,0.115904053
PT217RCGp15,Drug B,0,3,46,16,0.043771453,0.310728033,0.115904053
PT217RCGp15,Drug B,0,3,46,32,0.033578113,0.310728033,0.115904053
PT217RCGp15,Drug B,0,3,46,64,0.019049403,0.310728033,0.115904053
PT217OBXp12,Drug B,0,1,22,0.03125,0.159046253,0.169133053,0.08175962
