cell_line	agent	perturbation	replicate	time	concentration	cell_count	cell_count__ctrl	cell_count__time0
MCF7	drugA	1	2	72	3.162	216	468	152
MCF7	drugA	1	2	72	10	225	468	152
MCF7	drugB	1	2	72	0.001	497	468	152
MCF7	drugB	1	2	72	0.003162	433	468	152
MCF7	drugB	1	2	72	0.01	461	468	152
MCF7	drugB	1	2	72	0.03162	401	468	152
MCF7	drugB	1	2	72	0.1	496	468	152
MCF7	drugB	1	2	72	0.3162	496	468	152
MCF7	drugB	1	2	72	1	433	468	152
MCF7	drugB	1	2	72	3.162	339	468	152
MCF7	drugB	1	2	72	10	275	468	152
MCF7	drugC	1	2	72	0.001	549	468	152
MCF7	drugC	1	2	72	0.003162	457	468	152
MCF7	drugC	1	2	72	0.01	503	468	152
MCF7	drugC	1	2	72	0.03162	493	468	152
MCF7	drugC	1	2	72	0.1	400	468	152
MCF7	drugC	1	2	72	0.3162	497	468	152
MCF7	drugC	1	2	72	1	357	468	152
MCF7	drugC	1	2	72	3.162	307	468	152
MCF7	drugC	1	2	72	10	295	468	152
MCF7	drugD	1	2	72	0.001	441	468	152
MCF7	drugD	1	2	72	0.003162	478	468	152
MCF7	drugD	1	2	72	0.01	427	468	152
MCF7	drugD	1	2	72	0.03162	491	468	152
MCF7	drugD	1	2	72	0.1	421	468	152
MCF7	drugD	1	2	72	0.3162	399	468	152
MCF7	drugD	1	2	72	1	308	468	152
MCF7	drugD	1	2	72	3.162	360	468	152
MCF7	drugD	1	2	72	10	376	468	152
BT20	drugA	0	1	48	0.001	435	447	257
BT20	drugA	0	1	48	0.003162	399	447	257
BT20	drugA	0	1	48	0.01	380	447	257
BT20	drugA	0	1	48	0.03162	486	447	257
BT20	drugA	0	1	48	0.1	380	447	257
BT20	drugA	0	1	48	0.3162	447	447	257
BT20	drugA	0	1	48	1	397	447	257
BT20	drugA	0	1	48	3.162	464	447	257
BT20	drugA	0	1	48	10	362	447	257
BT20	drugB	0	1	48	0.001	439	447	257
BT20	drugB	0	1	48	0.003162	487	447	257
BT20	drugB	0	1	48	0.01	393	447	257
BT20	drugB	0	1	48	0.03162	440	447	257
BT20	drugB	0	1	48	0.1	424	447	257
BT20	drugB	0	1	48	0.3162	384	447	257
BT20	drugB	0	1	48	1	418	447	257
BT20	drugB	0	1	48	3.162	351	447	257
BT20	drugB	0	1	48	10	372	447	257
BT20	drugC	0	1	48	0.001	380	447	257
BT20	drugC	0	1	48	0.003162	495	447	257
BT20	drugC	0	1	48	0.01	414	447	257
BT20	drugC	0	1	48	0.03162	379	447	257
BT20	drugC	0	1	48	0.1	417	447	257
BT20	drugC	0	1	48	0.3162	381	447	257
BT20	drugC	0	1	48	1	352	447	257
BT20	drugC	0	1	48	3.162	355	447	257
BT20	drugC	0	1	48	10	380	447	257
BT20	drugD	0	1	48	0.001	424	447	257
BT20	drugD	0	1	48	0.003162	409	447	257
BT20	drugD	0	1	48	0.01	438	447	257
BT20	drugD	0	1	48	0.03162	384	447	257
BT20	drugD	0	1	48	0.1	322	447	257
BT20	drugD	0	1	48	0.3162	288	447	257
BT20	drugD	0	1	48	1	247	447	257
BT20	drugD	0	1	48	3.162	286	447	257
BT20	drugD	0	1	48	10	271	447	257
BT20	drugA	0	2	48	0.001	493	443	257
BT20	drugA	0	2	48	0.003162	477	443	257
BT20	drugA	0	2	48	0.01	456	443	257
BT20	drugA	0	2	48	0.03162	458	443	257
BT20	drugA	0	2	48	0.1	546	443	257
BT20	drugA	0	2	48	0.3162	546	443	257
BT20	drugA	0	2	48	1	455	443	257
BT20	drugA	0	2	48	3.162	403	443	257
BT20	drugA	0	2	48	10	363	443	257
BT20	drugB	0	2	48	0.001	446	443	257
BT20	drugB	0	2	48	0.003162	466	443	257
BT20	drugB	0	2	48	0.01	449	443	257
BT20	drugB	0	2	48	0.03162	549	443	257
BT20	drugB	0	2	48	0.1	496	443	257
BT20	drugB	0	2	48	0.3162	417	443	257
BT20	drugB	0	2	48	1	467	443	257
BT20	drugB	0	2	48	3.162	390	443	257
BT20	drugB	0	2	48	10	414	443	257
BT20	drugC	0	2	48	0.001	470	443	257
BT20	drugC	0	2	48	0.003162	532	443	257
BT20	drugC	0	2	48	0.01	483	443	257
BT20	drugC	0	2	48	0.03162	429	443	257
BT20	drugC	0	2	48	0.1	365	443	257
BT20	drugC	0	2	48	0.3162	402	443	257
BT20	drugC	0	2	48	1	320	443	257
BT20	drugC	0	2	48	3.162	388	443	257
BT20	drugC	0	2	48	10	361	443	257
BT20	drugD	0	2	48	0.001	499	443	257
BT20	drugD	0	2	48	0.003162	522	443	257
BT20	drugD	0	2	48	0.01	515	443	257
BT20	drugD	0	2	48	0.03162	353	443	257
BT20	drugD	0	2	48	0.1	297	443	257
BT20	drugD	0	2	48	0.3162	243	443	257
BT20	drugD	0	2	48	1	325	443	257
BT20	drugD	0	2	48	3.162	313	443	257
BT20	drugD	0	2	48	10	301	443	257
BT20	drugA	0	3	48	0.001	459	476	257
BT20	drugA	0	3	48	0.003162	382	476	257
BT20	drugA	0	3	48	0.01	496	476	257
BT20	drugA	0	3	48	0.03162	523	476	257
BT20	drugA	0	3	48	0.1	492	476	257
BT20	drugA	0	3	48	0.3162	415	476	257
BT20	drugA	0	3	48	1	447	476	257
BT20	drugA	0	3	48	3.162	483	476	257
BT20	drugA	0	3	48	10	422	476	257
BT20	drugB	0	3	48	0.001	501	476	257
BT20	drugB	0	3	48	0.003162	481	476	257
BT20	drugB	0	3	48	0.01	494	476	257
BT20	drugB	0	3	48	0.03162	415	476	257
BT20	drugB	0	3	48	0.1	526	476	257
BT20	drugB	0	3	48	0.3162	405	476	257
BT20	drugB	0	3	48	1	373	476	257
BT20	drugB	0	3	48	3.162	399	476	257
BT20	drugB	0	3	48	10	408	476	257
BT20	drugC	0	3	48	0.001	454	476	257
BT20	drugC	0	3	48	0.003162	443	476	257
BT20	drugC	0	3	48	0.01	436	476	257
BT20	drugC	0	3	48	0.03162	414	476	257
BT20	drugC	0	3	48	0.1	379	476	257
BT20	drugC	0	3	48	0.3162	367	476	257
BT20	drugC	0	3	48	1	418	476	257
BT20	drugC	0	3	48	3.162	343	476	257
BT20	drugC	0	3	48	10	314	476	257
BT20	drugD	0	3	48	0.001	403	476	257
BT20	drugD	0	3	48	0.003162	381	476	257
BT20	drugD	0	3	48	0.01	466	476	257
BT20	drugD	0	3	48	0.03162	430	476	257
BT20	drugD	0	3	48	0.1	314	476	257
BT20	drugD	0	3	48	0.3162	325	476	257
BT20	drugD	0	3	48	1	307	476	257
BT20	drugD	0	3	48	3.162	278	476	257
BT20	drugD	0	3	48	10	275	476	257
BT20	drugA	0	1	72	0.001	588	581	257
BT20	drugA	0	1	72	0.003162	540	581	257
BT20	drugA	0	1	72	0.01	582	581	257
BT20	drugA	0	1	72	0.03162	639	581	257
BT20	drugA	0	1	72	0.1	576	581	257
BT20	drugA	0	1	72	0.3162	526	581	257
BT20	drugA	0	1	72	1	638	581	257
BT20	drugA	0	1	72	3.162	584	581	257
BT20	drugA	0	1	72	10	473	581	257
BT20	drugB	0	1	72	0.001	508	581	257
BT20	drugB	0	1	72	0.003162	634	581	257
BT20	drugB	0	1	72	0.01	601	581	257
BT20	drugB	0	1	72	0.03162	612	581	257
BT20	drugB	0	1	72	0.1	546	581	257
BT20	drugB	0	1	72	0.3162	544	581	257
BT20	drugB	0	1	72	1	552	581	257
BT20	drugB	0	1	72	3.162	536	581	257
BT20	drugB	0	1	72	10	421	581	257
BT20	drugC	0	1	72	0.001	533	581	257
BT20	drugC	0	1	72	0.003162	551	581	257
BT20	drugC	0	1	72	0.01	608	581	257
BT20	drugC	0	1	72	0.03162	586	581	257
BT20	drugC	0	1	72	0.1	454	581	257
BT20	drugC	0	1	72	0.3162	395	581	257
BT20	drugC	0	1	72	1	489	581	257
BT20	drugC	0	1	72	3.162	432	581	257
BT20	drugC	0	1	72	10	398	581	257
BT20	drugD	0	1	72	0.001	626	581	257
BT20	drugD	0	1	72	0.003162	590	581	257
BT20	drugD	0	1	72	0.01	589	581	257
BT20	drugD	0	1	72	0.03162	499	581	257
BT20	drugD	0	1	72	0.1	434	581	257
BT20	drugD	0	1	72	0.3162	309	581	257
BT20	drugD	0	1	72	1	254	581	257
BT20	drugD	0	1	72	3.162	330	581	257
BT20	drugD	0	1	72	10	280	581	257
BT20	drugA	0	2	72	0.001	622	623	257
BT20	drugA	0	2	72	0.003162	689	623	257
BT20	drugA	0	2	72	0.01	578	623	257
BT20	drugA	0	2	72	0.03162	635	623	257
BT20	drugA	0	2	72	0.1	612	623	257
BT20	drugA	0	2	72	0.3162	621	623	257
BT20	drugA	0	2	72	1	640	623	257
BT20	drugA	0	2	72	3.162	522	623	257
BT20	drugA	0	2	72	10	501	623	257
BT20	drugB	0	2	72	0.001	494	623	257
BT20	drugB	0	2	72	0.003162	686	623	257
BT20	drugB	0	2	72	0.01	584	623	257
BT20	drugB	0	2	72	0.03162	564	623	257
BT20	drugB	0	2	72	0.1	563	623	257
BT20	drugB	0	2	72	0.3162	590	623	257
BT20	drugB	0	2	72	1	578	623	257
BT20	drugB	0	2	72	3.162	520	623	257
BT20	drugB	0	2	72	10	549	623	257
BT20	drugC	0	2	72	0.001	628	623	257
BT20	drugC	0	2	72	0.003162	711	623	257
BT20	drugC	0	2	72	0.01	556	623	257
BT20	drugC	0	2	72	0.03162	562	623	257
BT20	drugC	0	2	72	0.1	424	623	257
BT20	drugC	0	2	72	0.3162	427	623	257
BT20	drugC	0	2	72	1	471	623	257
BT20	drugC	0	2	72	3.162	437	623	257
BT20	drugC	0	2	72	10	452	623	257
BT20	drugD	0	2	72	0.001	611	623	257
BT20	drugD	0	2	72	0.003162	492	623	257
BT20	drugD	0	2	72	0.01	684	623	257
BT20	drugD	0	2	72	0.03162	456	623	257
BT20	drugD	0	2	72	0.1	363	623	257
BT20	drugD	0	2	72	0.3162	367	623	257
BT20	drugD	0	2	72	1	319	623	257
BT20	drugD	0	2	72	3.162	304	623	257
BT20	drugD	0	2	72	10	312	623	257
BT20	drugA	0	3	72	0.001	605	604	257
BT20	drugA	0	3	72	0.003162	624	604	257
BT20	drugA	0	3	72	0.01	626	604	257
BT20	drugA	0	3	72	0.03162	502	604	257
BT20	drugA	0	3	72	0.1	551	604	257
BT20	drugA	0	3	72	0.3162	555	604	257
BT20	drugA	0	3	72	1	616	604	257
BT20	drugA	0	3	72	3.162	545	604	257
BT20	drugA	0	3	72	10	533	604	257
BT20	drugB	0	3	72	0.001	538	604	257
BT20	drugB	0	3	72	0.003162	546	604	257
BT20	drugB	0	3	72	0.01	573	604	257
BT20	drugB	0	3	72	0.03162	705	604	257
BT20	drugB	0	3	72	0.1	666	604	257
BT20	drugB	0	3	72	0.3162	673	604	257
BT20	drugB	0	3	72	1	469	604	257
BT20	drugB	0	3	72	3.162	503	604	257
BT20	drugB	0	3	72	10	457	604	257
BT20	drugC	0	3	72	0.001	698	604	257
BT20	drugC	0	3	72	0.003162	533	604	257
BT20	drugC	0	3	72	0.01	492	604	257
BT20	drugC	0	3	72	0.03162	462	604	257
BT20	drugC	0	3	72	0.1	426	604	257
BT20	drugC	0	3	72	0.3162	426	604	257
BT20	drugC	0	3	72	1	389	604	257
BT20	drugC	0	3	72	3.162	366	604	257
BT20	drugC	0	3	72	10	439	604	257
BT20	drugD	0	3	72	0.001	529	604	257
BT20	drugD	0	3	72	0.003162	588	604	257
BT20	drugD	0	3	72	0.01	592	604	257
BT20	drugD	0	3	72	0.03162	453	604	257
BT20	drugD	0	3	72	0.1	453	604	257
BT20	drugD	0	3	72	0.3162	270	604	257
BT20	drugD	0	3	72	1	273	604	257
BT20	drugD	0	3	72	3.162	306	604	257
BT20	drugD	0	3	72	10	296	604	257
BT20	drugA	1	1	48	0.001	360	370	241
BT20	drugA	1	1	48	0.003162	383	370	241
BT20	drugA	1	1	48	0.01	421	370	241
BT20	drugA	1	1	48	0.03162	313	370	241
BT20	drugA	1	1	48	0.1	387	370	241
BT20	drugA	1	1	48	0.3162	351	370	241
BT20	drugA	1	1	48	1	435	370	241
BT20	drugA	1	1	48	3.162	361	370	241
BT20	drugA	1	1	48	10	348	370	241
BT20	drugB	1	1	48	0.001	421	370	241
BT20	drugB	1	1	48	0.003162	400	370	241
BT20	drugB	1	1	48	0.01	344	370	241
BT20	drugB	1	1	48	0.03162	379	370	241
BT20	drugB	1	1	48	0.1	345	370	241
BT20	drugB	1	1	48	0.3162	443	370	241
BT20	drugB	1	1	48	1	322	370	241
BT20	drugB	1	1	48	3.162	348	370	241
BT20	drugB	1	1	48	10	293	370	241
BT20	drugC	1	1	48	0.001	362	370	241
BT20	drugC	1	1	48	0.003162	310	370	241
BT20	drugC	1	1	48	0.01	404	370	241
BT20	drugC	1	1	48	0.03162	322	370	241
BT20	drugC	1	1	48	0.1	301	370	241
BT20	drugC	1	1	48	0.3162	280	370	241
BT20	drugC	1	1	48	1	289	370	241
BT20	drugC	1	1	48	3.162	312	370	241
BT20	drugC	1	1	48	10	261	370	241
BT20	drugD	1	1	48	0.001	329	370	241
BT20	drugD	1	1	48	0.003162	380	370	241
BT20	drugD	1	1	48	0.01	393	370	241
BT20	drugD	1	1	48	0.03162	311	370	241
BT20	drugD	1	1	48	0.1	278	370	241
BT20	drugD	1	1	48	0.3162	228	370	241
BT20	drugD	1	1	48	1	241	370	241
BT20	drugD	1	1	48	3.162	275	370	241
BT20	drugD	1	1	48	10	299	370	241
BT20	drugA	1	2	48	0.001	404	377	241
BT20	drugA	1	2	48	0.003162	356	377	241
BT20	drugA	1	2	48	0.01	349	377	241
BT20	drugA	1	2	48	0.03162	375	377	241
BT20	drugA	1	2	48	0.1	444	377	241
BT20	drugA	1	2	48	0.3162	397	377	241
BT20	drugA	1	2	48	1	388	377	241
BT20	drugA	1	2	48	3.162	377	377	241
BT20	drugA	1	2	48	10	324	377	241
BT20	drugB	1	2	48	0.001	349	377	241
BT20	drugB	1	2	48	0.003162	459	377	241
BT20	drugB	1	2	48	0.01	320	377	241
BT20	drugB	1	2	48	0.03162	410	377	241
BT20	drugB	1	2	48	0.1	386	377	241
BT20	drugB	1	2	48	0.3162	381	377	241
BT20	drugB	1	2	48	1	366	377	241
BT20	drugB	1	2	48	3.162	312	377	241
BT20	drugB	1	2	48	10	315	377	241
BT20	drugC	1	2	48	0.001	404	377	241
BT20	drugC	1	2	48	0.003162	388	377	241
BT20	drugC	1	2	48	0.01	359	377	241
BT20	drugC	1	2	48	0.03162	385	377	241
BT20	drugC	1	2	48	0.1	308	377	241
BT20	drugC	1	2	48	0.3162	272	377	241
BT20	drugC	1	2	48	1	380	377	241
BT20	drugC	1	2	48	3.162	343	377	241
BT20	drugC	1	2	48	10	305	377	241
BT20	drugD	1	2	48	0.001	362	377	241
BT20	drugD	1	2	48	0.003162	345	377	241
BT20	drugD	1	2	48	0.01	404	377	241
BT20	drugD	1	2	48	0.03162	323	377	241
BT20	drugD	1	2	48	0.1	297	377	241
BT20	drugD	1	2	48	0.3162	271	377	241
BT20	drugD	1	2	48	1	267	377	241
BT20	drugD	1	2	48	3.162	260	377	241
BT20	drugD	1	2	48	10	292	377	241
BT20	drugA	1	3	48	0.001	426	372	241
BT20	drugA	1	3	48	0.003162	403	372	241
BT20	drugA	1	3	48	0.01	341	372	241
BT20	drugA	1	3	48	0.03162	375	372	241
BT20	drugA	1	3	48	0.1	384	372	241
BT20	drugA	1	3	48	0.3162	346	372	241
BT20	drugA	1	3	48	1	356	372	241
BT20	drugA	1	3	48	3.162	303	372	241
BT20	drugA	1	3	48	10	388	372	241
BT20	drugB	1	3	48	0.001	343	372	241
BT20	drugB	1	3	48	0.003162	335	372	241
BT20	drugB	1	3	48	0.01	376	372	241
BT20	drugB	1	3	48	0.03162	380	372	241
BT20	drugB	1	3	48	0.1	374	372	241
BT20	drugB	1	3	48	0.3162	393	372	241
BT20	drugB	1	3	48	1	364	372	241
BT20	drugB	1	3	48	3.162	379	372	241
BT20	drugB	1	3	48	10	305	372	241
BT20	drugC	1	3	48	0.001	380	372	241
BT20	drugC	1	3	48	0.003162	302	372	241
BT20	drugC	1	3	48	0.01	301	372	241
BT20	drugC	1	3	48	0.03162	382	372	241
BT20	drugC	1	3	48	0.1	321	372	241
BT20	drugC	1	3	48	0.3162	342	372	241
BT20	drugC	1	3	48	1	280	372	241
BT20	drugC	1	3	48	3.162	296	372	241
BT20	drugC	1	3	48	10	268	372	241
BT20	drugD	1	3	48	0.001	377	372	241
BT20	drugD	1	3	48	0.003162	318	372	241
BT20	drugD	1	3	48	0.01	388	372	241
BT20	drugD	1	3	48	0.03162	321	372	241
BT20	drugD	1	3	48	0.1	284	372	241
BT20	drugD	1	3	48	0.3162	245	372	241
BT20	drugD	1	3	48	1	269	372	241
BT20	drugD	1	3	48	3.162	219	372	241
BT20	drugD	1	3	48	10	231	372	241
BT20	drugA	1	1	72	0.001	391	434	241
BT20	drugA	1	1	72	0.003162	447	434	241
BT20	drugA	1	1	72	0.01	394	434	241
BT20	drugA	1	1	72	0.03162	411	434	241
BT20	drugA	1	1	72	0.1	440	434	241
BT20	drugA	1	1	72	0.3162	386	434	241
BT20	drugA	1	1	72	1	441	434	241
BT20	drugA	1	1	72	3.162	404	434	241
BT20	drugA	1	1	72	10	448	434	241
BT20	drugB	1	1	72	0.001	460	434	241
BT20	drugB	1	1	72	0.003162	431	434	241
BT20	drugB	1	1	72	0.01	513	434	241
BT20	drugB	1	1	72	0.03162	456	434	241
BT20	drugB	1	1	72	0.1	446	434	241
BT20	drugB	1	1	72	0.3162	439	434	241
BT20	drugB	1	1	72	1	406	434	241
BT20	drugB	1	1	72	3.162	413	434	241
BT20	drugB	1	1	72	10	351	434	241
BT20	drugC	1	1	72	0.001	360	434	241
BT20	drugC	1	1	72	0.003162	459	434	241
BT20	drugC	1	1	72	0.01	387	434	241
BT20	drugC	1	1	72	0.03162	477	434	241
BT20	drugC	1	1	72	0.1	349	434	241
BT20	drugC	1	1	72	0.3162	343	434	241
BT20	drugC	1	1	72	1	360	434	241
BT20	drugC	1	1	72	3.162	381	434	241
BT20	drugC	1	1	72	10	331	434	241
BT20	drugD	1	1	72	0.001	513	434	241
BT20	drugD	1	1	72	0.003162	465	434	241
BT20	drugD	1	1	72	0.01	499	434	241
BT20	drugD	1	1	72	0.03162	391	434	241
BT20	drugD	1	1	72	0.1	277	434	241
BT20	drugD	1	1	72	0.3162	227	434	241
BT20	drugD	1	1	72	1	235	434	241
BT20	drugD	1	1	72	3.162	260	434	241
BT20	drugD	1	1	72	10	301	434	241
BT20	drugA	1	2	72	0.001	389	427	241
BT20	drugA	1	2	72	0.003162	433	427	241
BT20	drugA	1	2	72	0.01	372	427	241
BT20	drugA	1	2	72	0.03162	435	427	241
BT20	drugA	1	2	72	0.1	442	427	241
BT20	drugA	1	2	72	0.3162	374	427	241
BT20	drugA	1	2	72	1	455	427	241
BT20	drugA	1	2	72	3.162	349	427	241
BT20	drugA	1	2	72	10	332	427	241
BT20	drugB	1	2	72	0.001	395	427	241
BT20	drugB	1	2	72	0.003162	483	427	241
BT20	drugB	1	2	72	0.01	451	427	241
BT20	drugB	1	2	72	0.03162	448	427	241
BT20	drugB	1	2	72	0.1	387	427	241
BT20	drugB	1	2	72	0.3162	513	427	241
BT20	drugB	1	2	72	1	427	427	241
BT20	drugB	1	2	72	3.162	399	427	241
BT20	drugB	1	2	72	10	366	427	241
BT20	drugC	1	2	72	0.001	468	427	241
BT20	drugC	1	2	72	0.003162	455	427	241
BT20	drugC	1	2	72	0.01	431	427	241
BT20	drugC	1	2	72	0.03162	356	427	241
BT20	drugC	1	2	72	0.1	329	427	241
BT20	drugC	1	2	72	0.3162	372	427	241
BT20	drugC	1	2	72	1	384	427	241
BT20	drugC	1	2	72	3.162	334	427	241
BT20	drugC	1	2	72	10	334	427	241
BT20	drugD	1	2	72	0.001	468	427	241
BT20	drugD	1	2	72	0.003162	359	427	241
BT20	drugD	1	2	72	0.01	353	427	241
BT20	drugD	1	2	72	0.03162	374	427	241
BT20	drugD	1	2	72	0.1	315	427	241
BT20	drugD	1	2	72	0.3162	249	427	241
BT20	drugD	1	2	72	1	278	427	241
BT20	drugD	1	2	72	3.162	243	427	241
BT20	drugD	1	2	72	10	270	427	241
BT20	drugA	1	3	72	0.001	507	448	241
BT20	drugA	1	3	72	0.003162	441	448	241
BT20	drugA	1	3	72	0.01	518	448	241
BT20	drugA	1	3	72	0.03162	423	448	241
BT20	drugA	1	3	72	0.1	427	448	241
BT20	drugA	1	3	72	0.3162	502	448	241
BT20	drugA	1	3	72	1	512	448	241
BT20	drugA	1	3	72	3.162	494	448	241
BT20	drugA	1	3	72	10	391	448	241
BT20	drugB	1	3	72	0.001	441	448	241
BT20	drugB	1	3	72	0.003162	391	448	241
BT20	drugB	1	3	72	0.01	392	448	241
BT20	drugB	1	3	72	0.03162	492	448	241
BT20	drugB	1	3	72	0.1	538	448	241
BT20	drugB	1	3	72	0.3162	506	448	241
BT20	drugB	1	3	72	1	436	448	241
BT20	drugB	1	3	72	3.162	473	448	241
BT20	drugB	1	3	72	10	422	448	241
BT20	drugC	1	3	72	0.001	424	448	241
BT20	drugC	1	3	72	0.003162	462	448	241
BT20	drugC	1	3	72	0.01	405	448	241
BT20	drugC	1	3	72	0.03162	454	448	241
BT20	drugC	1	3	72	0.1	388	448	241
BT20	drugC	1	3	72	0.3162	303	448	241
BT20	drugC	1	3	72	1	356	448	241
BT20	drugC	1	3	72	3.162	330	448	241
BT20	drugC	1	3	72	10	352	448	241
BT20	drugD	1	3	72	0.001	484	448	241
BT20	drugD	1	3	72	0.003162	514	448	241
BT20	drugD	1	3	72	0.01	383	448	241
BT20	drugD	1	3	72	0.03162	406	448	241
BT20	drugD	1	3	72	0.1	360	448	241
BT20	drugD	1	3	72	0.3162	277	448	241
BT20	drugD	1	3	72	1	247	448	241
BT20	drugD	1	3	72	3.162	291	448	241
BT20	drugD	1	3	72	10	279	448	241
