cell_line	agent	perturbation	replicate	time	concentration	cell_count	GRvalue
MCF7	drugC	1	1	72	0.3162	469	0.937641
MCF7	drugC	1	1	72	1	390	0.738777
MCF7	drugC	1	1	72	3.162	326	0.565099
MCF7	drugC	1	1	72	10	336	0.593108
MCF7	drugD	1	1	72	0.001	505	1.02362
MCF7	drugD	1	1	72	0.003162	439	0.863886
MCF7	drugD	1	1	72	0.01	487	0.98096
MCF7	drugD	1	1	72	0.03162	540	1.10482
MCF7	drugD	1	1	72	0.1	418	0.811013
MCF7	drugD	1	1	72	0.3162	362	0.664364
MCF7	drugD	1	1	72	1	380	0.712462
MCF7	drugD	1	1	72	3.162	334	0.587534
MCF7	drugD	1	1	72	10	360	0.65896
MCF7	drugA	1	2	72	0.001	453	0.960243
MCF7	drugA	1	2	72	0.003162	529	1.15688
MCF7	drugA	1	2	72	0.01	420	0.870955
MCF7	drugA	1	2	72	0.03162	451	0.954905
MCF7	drugA	1	2	72	0.1	275	0.441137
MCF7	drugA	1	2	72	0.3162	289	0.485925
MCF7	drugA	1	2	72	1	256	0.378926
MCF7	drugA	1	2	72	3.162	216	0.24183
MCF7	drugA	1	2	72	10	225	0.273472
MCF7	drugB	1	2	72	0.001	497	1.0755
MCF7	drugB	1	2	72	0.003162	433	0.90644
MCF7	drugB	1	2	72	0.01	461	0.981509
MCF7	drugB	1	2	72	0.03162	401	0.818325
MCF7	drugB	1	2	72	0.1	496	1.07293
MCF7	drugB	1	2	72	0.3162	496	1.07293
MCF7	drugB	1	2	72	1	433	0.90644
MCF7	drugB	1	2	72	3.162	339	0.639501
MCF7	drugB	1	2	72	10	275	0.441137
MCF7	drugC	1	2	72	0.001	549	1.20678
MCF7	drugC	1	2	72	0.003162	457	0.970894
MCF7	drugC	1	2	72	0.01	503	1.09091
MCF7	drugC	1	2	72	0.03162	493	1.06519
MCF7	drugC	1	2	72	0.1	400	0.815529
MCF7	drugC	1	2	72	0.3162	497	1.0755
MCF7	drugC	1	2	72	1	357	0.692623
MCF7	drugC	1	2	72	3.162	307	0.542306
MCF7	drugC	1	2	72	10	295	0.504865
MCF7	drugD	1	2	72	0.001	441	0.928073
MCF7	drugD	1	2	72	0.003162	478	1.02623
MCF7	drugD	1	2	72	0.01	427	0.890114
MCF7	drugD	1	2	72	0.03162	491	1.06002
MCF7	drugD	1	2	72	0.1	421	0.873699
MCF7	drugD	1	2	72	0.3162	399	0.81273
MCF7	drugD	1	2	72	1	308	0.5454
MCF7	drugD	1	2	72	3.162	360	0.701376
MCF7	drugD	1	2	72	10	376	0.747593
BT20	drugA	0	1	48	0.001	435	0.93299
BT20	drugA	0	1	48	0.003162	399	0.734788
BT20	drugA	0	1	48	0.01	380	0.631963
BT20	drugA	0	1	48	0.03162	486	1.22088
BT20	drugA	0	1	48	0.1	380	0.631963
BT20	drugA	0	1	48	0.3162	447	1
BT20	drugA	0	1	48	1	397	0.723905
BT20	drugA	0	1	48	3.162	464	1.09571
BT20	drugA	0	1	48	10	362	0.535738
BT20	drugB	0	1	48	0.001	439	0.955275
BT20	drugB	0	1	48	0.003162	487	1.22661
BT20	drugB	0	1	48	0.01	393	0.70218
BT20	drugB	0	1	48	0.03162	440	0.960855
BT20	drugB	0	1	48	0.1	424	0.871972
BT20	drugB	0	1	48	0.3162	384	0.653504
BT20	drugB	0	1	48	1	418	0.838856
BT20	drugB	0	1	48	3.162	351	0.477522
BT20	drugB	0	1	48	10	372	0.589051
BT20	drugC	0	1	48	0.001	380	0.631963
BT20	drugC	0	1	48	0.003162	495	1.27251
BT20	drugC	0	1	48	0.01	414	0.816846
BT20	drugC	0	1	48	0.03162	379	0.626586
BT20	drugC	0	1	48	0.1	417	0.833349
BT20	drugC	0	1	48	0.3162	381	0.637343
BT20	drugC	0	1	48	1	352	0.482796
BT20	drugC	0	1	48	3.162	355	0.498639
BT20	drugC	0	1	48	10	380	0.631963
BT20	drugD	0	1	48	0.001	424	0.871972
BT20	drugD	0	1	48	0.003162	409	0.789409
BT20	drugD	0	1	48	0.01	438	0.949699
BT20	drugD	0	1	48	0.03162	384	0.653504
BT20	drugD	0	1	48	0.1	322	0.326271
BT20	drugD	0	1	48	0.3162	288	0.153293
BT20	drugD	0	1	48	1	247	-0.0484875
BT20	drugD	0	1	48	3.162	286	0.143272
BT20	drugD	0	1	48	10	271	0.0686834
BT20	drugA	0	2	48	0.001	493	1.29167
BT20	drugA	0	2	48	0.003162	477	1.19742
BT20	drugA	0	2	48	0.01	456	1.07501
BT20	drugA	0	2	48	0.03162	458	1.0866
BT20	drugA	0	2	48	0.1	546	1.60979
BT20	drugA	0	2	48	0.3162	546	1.60979
BT20	drugA	0	2	48	1	455	1.06922
BT20	drugA	0	2	48	3.162	403	0.773009
BT20	drugA	0	2	48	10	363	0.552094
BT20	drugB	0	2	48	0.001	446	1.01726
BT20	drugB	0	2	48	0.003162	466	1.13311
BT20	drugB	0	2	48	0.01	449	1.03455
BT20	drugB	0	2	48	0.03162	549	1.62806
BT20	drugB	0	2	48	0.1	496	1.30944
BT20	drugB	0	2	48	0.3162	417	0.851787
BT20	drugB	0	2	48	1	467	1.13894
BT20	drugB	0	2	48	3.162	390	0.700523
BT20	drugB	0	2	48	10	414	0.834844
BT20	drugC	0	2	48	0.001	470	1.15645
BT20	drugC	0	2	48	0.003162	532	1.5249
BT20	drugC	0	2	48	0.01	483	1.23266
BT20	drugC	0	2	48	0.03162	429	0.919889
BT20	drugC	0	2	48	0.1	365	0.562989
BT20	drugC	0	2	48	0.3162	402	0.76741
BT20	drugC	0	2	48	1	320	0.321941
BT20	drugC	0	2	48	3.162	388	0.68943
BT20	drugC	0	2	48	10	361	0.541216
BT20	drugD	0	2	48	0.001	499	1.32724
BT20	drugD	0	2	48	0.003162	522	1.46464
BT20	drugD	0	2	48	0.01	515	1.42264
BT20	drugD	0	2	48	0.03162	353	0.49787
BT20	drugD	0	2	48	0.1	297	0.202195
BT20	drugD	0	2	48	0.3162	243	-0.0688243
BT20	drugD	0	2	48	1	325	0.348292
BT20	drugD	0	2	48	3.162	313	0.28524
BT20	drugD	0	2	48	10	301	0.222844
BT20	drugA	0	3	48	0.001	459	0.919851
BT20	drugA	0	3	48	0.003162	382	0.561638
BT20	drugA	0	3	48	0.01	496	1.09475
BT20	drugA	0	3	48	0.03162	523	1.22342
BT20	drugA	0	3	48	0.1	492	1.07576
BT20	drugA	0	3	48	0.3162	415	0.714152
BT20	drugA	0	3	48	1	447	0.863497
BT20	drugA	0	3	48	3.162	483	1.03311
BT20	drugA	0	3	48	10	422	0.746702
BT20	drugB	0	3	48	0.001	501	1.11851
BT20	drugB	0	3	48	0.003162	481	1.02364
BT20	drugB	0	3	48	0.01	494	1.08525
BT20	drugB	0	3	48	0.03162	415	0.714152
BT20	drugB	0	3	48	0.1	526	1.23776
BT20	drugB	0	3	48	0.3162	405	0.66777
BT20	drugB	0	3	48	1	373	0.520321
BT20	drugB	0	3	48	3.162	399	0.640009
BT20	drugB	0	3	48	10	408	0.681669
BT20	drugC	0	3	48	0.001	454	0.896347
BT20	drugC	0	3	48	0.003162	443	0.844754
BT20	drugC	0	3	48	0.01	436	0.812004
BT20	drugC	0	3	48	0.03162	414	0.709507
BT20	drugC	0	3	48	0.1	379	0.547852
BT20	drugC	0	3	48	0.3162	367	0.492846
BT20	drugC	0	3	48	1	418	0.728093
BT20	drugC	0	3	48	3.162	343	0.383512
BT20	drugC	0	3	48	10	314	0.252673
BT20	drugD	0	3	48	0.001	403	0.65851
BT20	drugD	0	3	48	0.003162	381	0.557041
BT20	drugD	0	3	48	0.01	466	0.95281
BT20	drugD	0	3	48	0.03162	430	0.783985
BT20	drugD	0	3	48	0.1	314	0.252673
BT20	drugD	0	3	48	0.3162	325	0.302131
BT20	drugD	0	3	48	1	307	0.221311
BT20	drugD	0	3	48	3.162	278	0.0923517
BT20	drugD	0	3	48	10	275	0.0791037
BT20	drugA	0	1	72	0.001	588	1.02046
BT20	drugA	0	1	72	0.003162	540	0.879411
BT20	drugA	0	1	72	0.01	582	1.00292
BT20	drugA	0	1	72	0.03162	639	1.16844
BT20	drugA	0	1	72	0.1	576	0.985364
BT20	drugA	0	1	72	0.3162	526	0.837924
BT20	drugA	0	1	72	1	638	1.16555
BT20	drugA	0	1	72	3.162	584	1.00877
BT20	drugA	0	1	72	10	473	0.679313
BT20	drugB	0	1	72	0.001	508	0.784338
BT20	drugB	0	1	72	0.003162	634	1.15401
BT20	drugB	0	1	72	0.01	601	1.05836
BT20	drugB	0	1	72	0.03162	612	1.09033
BT20	drugB	0	1	72	0.1	546	0.897142
BT20	drugB	0	1	72	0.3162	544	0.891235
BT20	drugB	0	1	72	1	552	0.914844
BT20	drugB	0	1	72	3.162	536	0.867574
BT20	drugB	0	1	72	10	421	0.521074
BT20	drugC	0	1	72	0.001	533	0.858688
BT20	drugC	0	1	72	0.003162	551	0.911895
BT20	drugC	0	1	72	0.01	608	1.07871
BT20	drugC	0	1	72	0.03162	586	1.01462
BT20	drugC	0	1	72	0.1	454	0.621813
BT20	drugC	0	1	72	0.3162	395	0.440867
BT20	drugC	0	1	72	1	489	0.727464
BT20	drugC	0	1	72	3.162	432	0.554781
BT20	drugC	0	1	72	10	398	0.450162
BT20	drugD	0	1	72	0.001	626	1.13089
BT20	drugD	0	1	72	0.003162	590	1.0263
BT20	drugD	0	1	72	0.01	589	1.02338
BT20	drugD	0	1	72	0.03162	499	0.757438
BT20	drugD	0	1	72	0.1	434	0.560896
BT20	drugD	0	1	72	0.3162	309	0.169511
BT20	drugD	0	1	72	1	254	-0.00992839
BT20	drugD	0	1	72	3.162	330	0.236717
BT20	drugD	0	1	72	10	280	0.0755562
BT20	drugA	0	2	72	0.001	622	0.997487
BT20	drugA	0	2	72	0.003162	689	1.16403
BT20	drugA	0	2	72	0.01	578	0.886001
BT20	drugA	0	2	72	0.03162	635	1.03009
BT20	drugA	0	2	72	0.1	612	0.972304
BT20	drugA	0	2	72	0.3162	621	0.994972
BT20	drugA	0	2	72	1	640	1.0426
BT20	drugA	0	2	72	3.162	522	0.741394
BT20	drugA	0	2	72	10	501	0.686311
BT20	drugB	0	2	72	0.001	494	0.667839
BT20	drugB	0	2	72	0.003162	686	1.15665
BT20	drugB	0	2	72	0.01	584	0.901309
BT20	drugB	0	2	72	0.03162	564	0.850146
BT20	drugB	0	2	72	0.1	563	0.847578
BT20	drugB	0	2	72	0.3162	590	0.916583
BT20	drugB	0	2	72	1	578	0.886001
BT20	drugB	0	2	72	3.162	520	0.736169
BT20	drugB	0	2	72	10	549	0.811515
BT20	drugC	0	2	72	0.001	628	1.01255
BT20	drugC	0	2	72	0.003162	711	1.21793
BT20	drugC	0	2	72	0.01	556	0.829571
BT20	drugC	0	2	72	0.03162	562	0.845008
BT20	drugC	0	2	72	0.1	424	0.479812
BT20	drugC	0	2	72	0.3162	427	0.488002
BT20	drugC	0	2	72	1	471	0.606739
BT20	drugC	0	2	72	3.162	437	0.515212
BT20	drugC	0	2	72	10	452	0.555776
BT20	drugD	0	2	72	0.001	611	0.96978
BT20	drugD	0	2	72	0.003162	492	0.662551
BT20	drugD	0	2	72	0.01	684	1.15172
BT20	drugD	0	2	72	0.03162	456	0.566543
BT20	drugD	0	2	72	0.1	363	0.310387
BT20	drugD	0	2	72	0.3162	367	0.321676
BT20	drugD	0	2	72	1	319	0.184327
BT20	drugD	0	2	72	3.162	304	0.140507
BT20	drugD	0	2	72	10	312	0.163935
BT20	drugA	0	3	72	0.001	605	1.00269
BT20	drugA	0	3	72	0.003162	624	1.05355
BT20	drugA	0	3	72	0.01	626	1.05889
BT20	drugA	0	3	72	0.03162	502	0.721336
BT20	drugA	0	3	72	0.1	551	0.856419
BT20	drugA	0	3	72	0.3162	555	0.867344
BT20	drugA	0	3	72	1	616	1.03217
BT20	drugA	0	3	72	3.162	545	0.840004
BT20	drugA	0	3	72	10	533	0.807071
BT20	drugB	0	3	72	0.001	538	0.82081
BT20	drugB	0	3	72	0.003162	546	0.842742
BT20	drugB	0	3	72	0.01	573	0.916322
BT20	drugB	0	3	72	0.03162	705	1.26726
BT20	drugB	0	3	72	0.1	666	1.16498
BT20	drugB	0	3	72	0.3162	673	1.18342
BT20	drugB	0	3	72	1	469	0.628962
BT20	drugB	0	3	72	3.162	503	0.724117
BT20	drugB	0	3	72	10	457	0.595071
BT20	drugC	0	3	72	0.001	698	1.24899
BT20	drugC	0	3	72	0.003162	533	0.807071
BT20	drugC	0	3	72	0.01	492	0.693469
BT20	drugC	0	3	72	0.03162	462	0.609212
BT20	drugC	0	3	72	0.1	426	0.506724
BT20	drugC	0	3	72	0.3162	426	0.506724
BT20	drugC	0	3	72	1	389	0.399667
BT20	drugC	0	3	72	3.162	366	0.332153
BT20	drugC	0	3	72	10	439	0.543916
BT20	drugD	0	3	72	0.001	529	0.796063
BT20	drugD	0	3	72	0.003162	588	0.956915
BT20	drugD	0	3	72	0.01	592	0.967707
BT20	drugD	0	3	72	0.03162	453	0.583736
BT20	drugD	0	3	72	0.1	453	0.583736
BT20	drugD	0	3	72	0.3162	270	0.04084
BT20	drugD	0	3	72	1	273	0.0502114
BT20	drugD	0	3	72	3.162	306	0.152066
BT20	drugD	0	3	72	10	296	0.121431
BT20	drugA	1	1	48	0.001	360	0.913335
BT20	drugA	1	1	48	0.003162	383	1.11484
BT20	drugA	1	1	48	0.01	421	1.46435
BT20	drugA	1	1	48	0.03162	313	0.526001
BT20	drugA	1	1	48	0.1	387	1.15067
BT20	drugA	1	1	48	0.3162	351	0.836594
BT20	drugA	1	1	48	1	435	1.5982
BT20	drugA	1	1	48	3.162	361	0.921935
BT20	drugA	1	1	48	10	348	0.811281
BT20	drugB	1	1	48	0.001	421	1.46435
BT20	drugB	1	1	48	0.003162	400	1.26868
BT20	drugB	1	1	48	0.01	344	0.777739
BT20	drugB	1	1	48	0.03162	379	1.07925
BT20	drugB	1	1	48	0.1	345	0.786102
BT20	drugB	1	1	48	0.3162	443	1.6759
BT20	drugB	1	1	48	1	322	0.597573
BT20	drugB	1	1	48	3.162	348	0.811281
BT20	drugB	1	1	48	10	293	0.37148
BT20	drugC	1	1	48	0.001	362	0.93055
BT20	drugC	1	1	48	0.003162	310	0.502423
BT20	drugC	1	1	48	0.01	404	1.30547
BT20	drugC	1	1	48	0.03162	322	0.597573
BT20	drugC	1	1	48	0.1	301	0.432533
BT20	drugC	1	1	48	0.3162	280	0.274448
BT20	drugC	1	1	48	1	289	0.341335
BT20	drugC	1	1	48	3.162	312	0.518127
BT20	drugC	1	1	48	10	261	0.137576
BT20	drugD	1	1	48	0.001	329	0.654101
BT20	drugD	1	1	48	0.003162	380	1.08812
BT20	drugD	1	1	48	0.01	393	1.20484
BT20	drugD	1	1	48	0.03162	311	0.510267
BT20	drugD	1	1	48	0.1	278	0.259762
BT20	drugD	1	1	48	0.3162	228	-0.085754
BT20	drugD	1	1	48	1	241	0
BT20	drugD	1	1	48	3.162	275	0.237856
BT20	drugD	1	1	48	10	299	0.417175
BT20	drugA	1	2	48	0.001	404	1.22621
BT20	drugA	1	2	48	0.003162	356	0.830082
BT20	drugA	1	2	48	0.01	349	0.774639
BT20	drugA	1	2	48	0.03162	375	0.983588
BT20	drugA	1	2	48	0.1	444	1.5768
BT20	drugA	1	2	48	0.3162	397	1.16674
BT20	drugA	1	2	48	1	388	1.09112
BT20	drugA	1	2	48	3.162	377	1
BT20	drugA	1	2	48	10	324	0.581627
BT20	drugB	1	2	48	0.001	349	0.774639
BT20	drugB	1	2	48	0.003162	459	1.71291
BT20	drugB	1	2	48	0.01	320	0.551482
BT20	drugB	1	2	48	0.03162	410	1.27763
BT20	drugB	1	2	48	0.1	386	1.07445
BT20	drugB	1	2	48	0.3162	381	1.03297
BT20	drugB	1	2	48	1	366	0.910328
BT20	drugB	1	2	48	3.162	312	0.49181
BT20	drugB	1	2	48	10	315	0.51409
BT20	drugC	1	2	48	0.001	404	1.22621
BT20	drugC	1	2	48	0.003162	388	1.09112
BT20	drugC	1	2	48	0.01	359	0.854028
BT20	drugC	1	2	48	0.03162	385	1.06613
BT20	drugC	1	2	48	0.1	308	0.462287
BT20	drugC	1	2	48	0.3162	272	0.20617
BT20	drugC	1	2	48	1	380	1.02471
BT20	drugC	1	2	48	3.162	343	0.7276
BT20	drugC	1	2	48	10	305	0.440282
BT20	drugD	1	2	48	0.001	362	0.878083
BT20	drugD	1	2	48	0.003162	345	0.74323
BT20	drugD	1	2	48	0.01	404	1.22621
BT20	drugD	1	2	48	0.03162	323	0.574072
BT20	drugD	1	2	48	0.1	297	0.382183
BT20	drugD	1	2	48	0.3162	271	0.199308
BT20	drugD	1	2	48	1	267	0.171997
BT20	drugD	1	2	48	3.162	260	0.124742
BT20	drugD	1	2	48	10	292	0.346303
BT20	drugA	1	3	48	0.001	426	1.48328
BT20	drugA	1	3	48	0.003162	403	1.27267
BT20	drugA	1	3	48	0.01	341	0.740567
BT20	drugA	1	3	48	0.03162	375	1.02582
BT20	drugA	1	3	48	0.1	384	1.104
BT20	drugA	1	3	48	0.3162	346	0.781497
BT20	drugA	1	3	48	1	356	0.864418
BT20	drugA	1	3	48	3.162	303	0.441314
BT20	drugA	1	3	48	10	388	1.13911
BT20	drugB	1	3	48	0.001	343	0.756897
BT20	drugB	1	3	48	0.003162	335	0.691923
BT20	drugB	1	3	48	0.01	376	1.03445
BT20	drugB	1	3	48	0.03162	380	1.06912
BT20	drugB	1	3	48	0.1	374	1.0172
BT20	drugB	1	3	48	0.3162	393	1.18329
BT20	drugB	1	3	48	1	364	0.931764
BT20	drugB	1	3	48	3.162	379	1.06043
BT20	drugB	1	3	48	10	305	0.456534
BT20	drugC	1	3	48	0.001	380	1.06912
BT20	drugC	1	3	48	0.003162	302	0.433726
BT20	drugC	1	3	48	0.01	301	0.426153
BT20	drugC	1	3	48	0.03162	382	1.08653
BT20	drugC	1	3	48	0.1	321	0.580436
BT20	drugC	1	3	48	0.3162	342	0.748725
BT20	drugC	1	3	48	1	280	0.270616
BT20	drugC	1	3	48	3.162	296	0.388513
BT20	drugC	1	3	48	10	268	0.184783
BT20	drugD	1	3	48	0.001	377	1.0431
BT20	drugD	1	3	48	0.003162	318	0.556918
BT20	drugD	1	3	48	0.01	388	1.13911
BT20	drugD	1	3	48	0.03162	321	0.580436
BT20	drugD	1	3	48	0.1	284	0.299723
BT20	drugD	1	3	48	0.3162	245	0.0266331
BT20	drugD	1	3	48	1	269	0.19185
BT20	drugD	1	3	48	3.162	219	-0.141741
BT20	drugD	1	3	48	10	231	-0.0654305
BT20	drugA	1	1	72	0.001	391	0.768628
BT20	drugA	1	1	72	0.003162	447	1.07078
BT20	drugA	1	1	72	0.01	394	0.784629
BT20	drugA	1	1	72	0.03162	411	0.875707
BT20	drugA	1	1	72	0.1	440	1.03262
BT20	drugA	1	1	72	0.3162	386	0.742009
BT20	drugA	1	1	72	1	441	1.03806
BT20	drugA	1	1	72	3.162	404	0.838122
BT20	drugA	1	1	72	10	448	1.07624
BT20	drugB	1	1	72	0.001	460	1.14192
BT20	drugB	1	1	72	0.003162	431	0.98372
BT20	drugB	1	1	72	0.01	513	1.43562
BT20	drugB	1	1	72	0.03162	456	1.11999
BT20	drugB	1	1	72	0.1	446	1.06532
BT20	drugB	1	1	72	0.3162	439	1.02718
BT20	drugB	1	1	72	1	406	0.848849
BT20	drugB	1	1	72	3.162	413	0.886467
BT20	drugB	1	1	72	10	351	0.557431
BT20	drugC	1	1	72	0.001	360	0.604593
BT20	drugC	1	1	72	0.003162	459	1.13644
BT20	drugC	1	1	72	0.01	387	0.747328
BT20	drugC	1	1	72	0.03162	477	1.2355
BT20	drugC	1	1	72	0.1	349	0.54698
BT20	drugC	1	1	72	0.3162	343	0.51569
BT20	drugC	1	1	72	1	360	0.604593
BT20	drugC	1	1	72	3.162	381	0.715451
BT20	drugC	1	1	72	10	331	0.453403
BT20	drugD	1	1	72	0.001	513	1.43562
BT20	drugD	1	1	72	0.003162	465	1.16938
BT20	drugD	1	1	72	0.01	499	1.35749
BT20	drugD	1	1	72	0.03162	391	0.768628
BT20	drugD	1	1	72	0.1	277	0.17827
BT20	drugD	1	1	72	0.3162	227	-0.0680901
BT20	drugD	1	1	72	1	235	-0.0292703
BT20	drugD	1	1	72	3.162	260	0.0935364
BT20	drugD	1	1	72	10	301	0.299471
BT20	drugA	1	2	72	0.001	389	0.786395
BT20	drugA	1	2	72	0.003162	433	1.03411
BT20	drugA	1	2	72	0.01	372	0.692233
BT20	drugA	1	2	72	0.03162	435	1.0455
BT20	drugA	1	2	72	0.1	442	1.08545
BT20	drugA	1	2	72	0.3162	374	0.703264
BT20	drugA	1	2	72	1	455	1.16001
BT20	drugA	1	2	72	3.162	349	0.566287
BT20	drugA	1	2	72	10	332	0.474314
BT20	drugB	1	2	72	0.001	395	0.819839
BT20	drugB	1	2	72	0.003162	483	1.32213
BT20	drugB	1	2	72	0.01	451	1.13702
BT20	drugB	1	2	72	0.03162	448	1.11981
BT20	drugB	1	2	72	0.1	387	0.775271
BT20	drugB	1	2	72	0.3162	513	1.49804
BT20	drugB	1	2	72	1	427	1
BT20	drugB	1	2	72	3.162	399	0.842196
BT20	drugB	1	2	72	10	366	0.659214
BT20	drugC	1	2	72	0.001	468	1.23502
BT20	drugC	1	2	72	0.003162	455	1.16001
BT20	drugC	1	2	72	0.01	431	1.02273
BT20	drugC	1	2	72	0.03162	356	0.604437
BT20	drugC	1	2	72	0.1	329	0.458186
BT20	drugC	1	2	72	0.3162	372	0.692233
BT20	drugC	1	2	72	1	384	0.758608
BT20	drugC	1	2	72	3.162	334	0.485084
BT20	drugC	1	2	72	10	334	0.485084
BT20	drugD	1	2	72	0.001	468	1.23502
BT20	drugD	1	2	72	0.003162	359	0.620836
BT20	drugD	1	2	72	0.01	353	0.588068
BT20	drugD	1	2	72	0.03162	374	0.703264
BT20	drugD	1	2	72	0.1	315	0.383334
BT20	drugD	1	2	72	0.3162	249	0.0403667
BT20	drugD	1	2	72	1	278	0.188958
BT20	drugD	1	2	72	3.162	243	0.0100654
BT20	drugD	1	2	72	10	270	0.147624
BT20	drugA	1	3	72	0.001	507	1.29667
BT20	drugA	1	3	72	0.003162	441	0.965095
BT20	drugA	1	3	72	0.01	518	1.35245
BT20	drugA	1	3	72	0.03162	423	0.875642
BT20	drugA	1	3	72	0.1	427	0.895483
BT20	drugA	1	3	72	0.3162	502	1.27137
BT20	drugA	1	3	72	1	512	1.32201
BT20	drugA	1	3	72	3.162	494	1.23094
BT20	drugA	1	3	72	10	391	0.717733
BT20	drugB	1	3	72	0.001	441	0.965095
BT20	drugB	1	3	72	0.003162	391	0.717733
BT20	drugB	1	3	72	0.01	392	0.722645
BT20	drugB	1	3	72	0.03162	492	1.22084
BT20	drugB	1	3	72	0.1	538	1.45423
BT20	drugB	1	3	72	0.3162	506	1.29161
BT20	drugB	1	3	72	1	436	0.940203
BT20	drugB	1	3	72	3.162	473	1.12518
BT20	drugB	1	3	72	10	422	0.870686
BT20	drugC	1	3	72	0.001	424	0.8806
BT20	drugC	1	3	72	0.003162	462	1.07
BT20	drugC	1	3	72	0.01	405	0.786638
BT20	drugC	1	3	72	0.03162	454	1.02997
BT20	drugC	1	3	72	0.1	388	0.703005
BT20	drugC	1	3	72	0.3162	303	0.291684
BT20	drugC	1	3	72	1	356	0.546763
BT20	drugC	1	3	72	3.162	330	0.421025
BT20	drugC	1	3	72	10	352	0.527346
BT20	drugD	1	3	72	0.001	484	1.18051
BT20	drugD	1	3	72	0.003162	514	1.33215
BT20	drugD	1	3	72	0.01	383	0.678488
BT20	drugD	1	3	72	0.03162	406	0.79157
BT20	drugD	1	3	72	0.1	360	0.566205
BT20	drugD	1	3	72	0.3162	277	0.168413
BT20	drugD	1	3	72	1	247	0.0278743
BT20	drugD	1	3	72	3.162	291	0.234628
BT20	drugD	1	3	72	10	279	0.177849
