cell_line	agent	perturbation	replicate	time	concentration	cell_count	cell_count__ctrl	cell_count__time0	ctrl_tag	time0_tag	GRvalue
MCF10A	drugA	1	2	72	0.001	470	455	100	c_8	t0_2	1.0299
MCF10A	drugA	1	2	72	0.003162	464	455	100	c_8	t0_2	1.018
MCF10A	drugA	1	2	72	0.01	463	455	100	c_8	t0_2	1.01601
MCF10A	drugA	1	2	72	0.03162	446	455	100	c_8	t0_2	0.981804
MCF10A	drugA	1	2	72	0.1	449	455	100	c_8	t0_2	0.987891
MCF10A	drugA	1	2	72	0.3162	455	455	100	c_8	t0_2	1
MCF10A	drugA	1	2	72	1	305	455	100	c_8	t0_2	0.665558
MCF10A	drugA	1	2	72	3.162	253	455	100	c_8	t0_2	0.529049
MCF10A	drugA	1	2	72	10	203	455	100	c_8	t0_2	0.38253
MCF10A	drugB	1	2	72	0.001	479	455	100	c_8	t0_2	1.04759
MCF10A	drugB	1	2	72	0.003162	459	455	100	c_8	t0_2	1.00802
MCF10A	drugB	1	2	72	0.01	482	455	100	c_8	t0_2	1.05345
MCF10A	drugB	1	2	72	0.03162	360	455	100	c_8	t0_2	0.7968
MCF10A	drugB	1	2	72	0.1	363	455	100	c_8	t0_2	0.803635
MCF10A	drugB	1	2	72	0.3162	438	455	100	c_8	t0_2	0.965461
MCF10A	drugB	1	2	72	1	341	455	100	c_8	t0_2	0.752778
MCF10A	drugB	1	2	72	3.162	167	455	100	c_8	t0_2	0.264414
MCF10A	drugB	1	2	72	10	166	455	100	c_8	t0_2	0.260945
MCF10A	drugC	1	2	72	0.001	402	455	100	c_8	t0_2	0.889836
MCF10A	drugC	1	2	72	0.003162	431	455	100	c_8	t0_2	0.951028
MCF10A	drugC	1	2	72	0.01	475	455	100	c_8	t0_2	1.03975
MCF10A	drugC	1	2	72	0.03162	452	455	100	c_8	t0_2	0.993956
MCF10A	drugC	1	2	72	0.1	438	455	100	c_8	t0_2	0.965461
MCF10A	drugC	1	2	72	0.3162	339	455	100	c_8	t0_2	0.748067
MCF10A	drugC	1	2	72	1	272	455	100	c_8	t0_2	0.580551
MCF10A	drugC	1	2	72	3.162	336	455	100	c_8	t0_2	0.740973
MCF10A	drugC	1	2	72	10	253	455	100	c_8	t0_2	0.529049
MCF10A	drugD	1	2	72	0.001	400	455	100	c_8	t0_2	0.885528
MCF10A	drugD	1	2	72	0.003162	358	455	100	c_8	t0_2	0.792226
MCF10A	drugD	1	2	72	0.01	454	455	100	c_8	t0_2	0.997988
MCF10A	drugD	1	2	72	0.03162	355	455	100	c_8	t0_2	0.78534
MCF10A	drugD	1	2	72	0.1	300	455	100	c_8	t0_2	0.65301
MCF10A	drugD	1	2	72	0.3162	176	455	100	c_8	t0_2	0.295145
MCF10A	drugD	1	2	72	1	142	455	100	c_8	t0_2	0.174004
MCF10A	drugD	1	2	72	3.162	138	455	100	c_8	t0_2	0.158757
MCF10A	drugD	1	2	72	10	121	455	100	c_8	t0_2	0.0911213
MCF7	-	0	NaN	0	0	188	NaN	153	c_8	t0_3	NaN
MCF7	-	0	NaN	0	0	137	NaN	153	c_8	t0_3	NaN
MCF7	-	0	NaN	0	0	195	NaN	153	c_8	t0_3	NaN
MCF7	-	0	NaN	0	0	118	NaN	153	c_8	t0_3	NaN
MCF7	-	0	NaN	0	0	142	NaN	153	c_8	t0_3	NaN
MCF7	-	0	NaN	0	0	127	NaN	153	c_8	t0_3	NaN
MCF7	-	0	NaN	0	0	116	NaN	153	c_8	t0_3	NaN
MCF7	-	0	NaN	0	0	198	NaN	153	c_8	t0_3	NaN
MCF7	-	0	NaN	0	0	161	NaN	153	c_8	t0_3	NaN
MCF7	-	0	NaN	0	0	113	NaN	153	c_8	t0_3	NaN
MCF7	-	0	NaN	0	0	199	NaN	153	c_8	t0_3	NaN
MCF7	-	0	NaN	0	0	198	NaN	153	c_8	t0_3	NaN
MCF7	-	0	NaN	0	0	214	NaN	153	c_8	t0_3	NaN
MCF7	-	0	NaN	0	0	119	NaN	153	c_8	t0_3	NaN
MCF7	-	0	NaN	0	0	150	NaN	153	c_8	t0_3	NaN
MCF7	-	0	NaN	0	0	110	NaN	153	c_8	t0_3	NaN
MCF7	-	0	NaN	0	0	182	NaN	153	c_8	t0_3	NaN
MCF7	-	0	NaN	0	0	103	NaN	153	c_8	t0_3	NaN
MCF7	-	0	NaN	0	0	190	NaN	153	c_8	t0_3	NaN
MCF7	-	0	NaN	0	0	135	NaN	153	c_8	t0_3	NaN
MCF7	-	0	1	48	0	359	328	153	c_9	t0_3	NaN
MCF7	-	0	1	48	0	315	328	153	c_9	t0_3	NaN
MCF7	-	0	1	48	0	335	328	153	c_9	t0_3	NaN
MCF7	-	0	1	48	0	289	328	153	c_9	t0_3	NaN
MCF7	-	0	1	48	0	342	328	153	c_9	t0_3	NaN
MCF7	-	0	1	48	0	296	328	153	c_9	t0_3	NaN
MCF7	-	0	1	48	0	387	328	153	c_9	t0_3	NaN
MCF7	-	0	1	48	0	323	328	153	c_9	t0_3	NaN
MCF7	drugA	0	1	48	0.001	362	328	153	c_9	t0_3	1.18758
MCF7	drugA	0	1	48	0.003162	332	328	153	c_9	t0_3	1.02216
MCF7	drugA	0	1	48	0.01	328	328	153	c_9	t0_3	1
MCF7	drugA	0	1	48	0.03162	303	328	153	c_9	t0_3	0.860945
MCF7	drugA	0	1	48	0.1	234	328	153	c_9	t0_3	0.471379
MCF7	drugA	0	1	48	0.3162	219	328	153	c_9	t0_3	0.385391
MCF7	drugA	0	1	48	1	219	328	153	c_9	t0_3	0.385391
MCF7	drugA	0	1	48	3.162	183	328	153	c_9	t0_3	0.176739
MCF7	drugA	0	1	48	10	176	328	153	c_9	t0_3	0.135753
MCF7	drugB	0	1	48	0.001	311	328	153	c_9	t0_3	0.905552
MCF7	drugB	0	1	48	0.003162	337	328	153	c_9	t0_3	1.04982
MCF7	drugB	0	1	48	0.01	328	328	153	c_9	t0_3	1
MCF7	drugB	0	1	48	0.03162	282	328	153	c_9	t0_3	0.743332
MCF7	drugB	0	1	48	0.1	322	328	153	c_9	t0_3	0.966718
MCF7	drugB	0	1	48	0.3162	321	328	153	c_9	t0_3	0.961165
MCF7	drugB	0	1	48	1	288	328	153	c_9	t0_3	0.777014
MCF7	drugB	0	1	48	3.162	220	328	153	c_9	t0_3	0.391139
MCF7	drugB	0	1	48	10	236	328	153	c_9	t0_3	0.482805
MCF7	drugC	0	1	48	0.001	359	328	153	c_9	t0_3	1.1711
MCF7	drugC	0	1	48	0.003162	272	328	153	c_9	t0_3	0.687048
MCF7	drugC	0	1	48	0.01	272	328	153	c_9	t0_3	0.687048
MCF7	drugC	0	1	48	0.03162	348	328	153	c_9	t0_3	1.11055
MCF7	drugC	0	1	48	0.1	360	328	153	c_9	t0_3	1.1766
MCF7	drugC	0	1	48	0.3162	273	328	153	c_9	t0_3	0.692685
MCF7	drugC	0	1	48	1	264	328	153	c_9	t0_3	0.641885
MCF7	drugC	0	1	48	3.162	226	328	153	c_9	t0_3	0.425583
MCF7	drugC	0	1	48	10	216	328	153	c_9	t0_3	0.36813
MCF7	drugD	0	1	48	0.001	357	328	153	c_9	t0_3	1.1601
MCF7	drugD	0	1	48	0.003162	356	328	153	c_9	t0_3	1.1546
MCF7	drugD	0	1	48	0.01	320	328	153	c_9	t0_3	0.955611
MCF7	drugD	0	1	48	0.03162	325	328	153	c_9	t0_3	0.983366
MCF7	drugD	0	1	48	0.1	300	328	153	c_9	t0_3	0.84419
MCF7	drugD	0	1	48	0.3162	295	328	153	c_9	t0_3	0.81623
MCF7	drugD	0	1	48	1	254	328	153	c_9	t0_3	0.585256
MCF7	drugD	0	1	48	3.162	280	328	153	c_9	t0_3	0.73209
MCF7	drugD	0	1	48	10	269	328	153	c_9	t0_3	0.670126
MCF7	-	0	2	48	0	319	338	153	c_10	t0_3	NaN
MCF7	-	0	2	48	0	333	338	153	c_10	t0_3	NaN
MCF7	-	0	2	48	0	409	338	153	c_10	t0_3	NaN
MCF7	-	0	2	48	0	385	338	153	c_10	t0_3	NaN
MCF7	-	0	2	48	0	415	338	153	c_10	t0_3	NaN
MCF7	-	0	2	48	0	288	338	153	c_10	t0_3	NaN
MCF7	-	0	2	48	0	288	338	153	c_10	t0_3	NaN
MCF7	-	0	2	48	0	316	338	153	c_10	t0_3	NaN
MCF7	drugA	0	2	48	0.001	288	338	153	c_10	t0_3	0.738722
MCF7	drugA	0	2	48	0.003162	383	338	153	c_10	t0_3	1.231
MCF7	drugA	0	2	48	0.01	332	338	153	c_10	t0_3	0.968917
MCF7	drugA	0	2	48	0.03162	275	338	153	c_10	t0_3	0.669889
MCF7	drugA	0	2	48	0.1	273	338	153	c_10	t0_3	0.659263
MCF7	drugA	0	2	48	0.3162	243	338	153	c_10	t0_3	0.498659
MCF7	drugA	0	2	48	1	235	338	153	c_10	t0_3	0.455422
MCF7	drugA	0	2	48	3.162	204	338	153	c_10	t0_3	0.286059
MCF7	drugA	0	2	48	10	203	338	153	c_10	t0_3	0.280544
MCF7	drugB	0	2	48	0.001	399	338	153	c_10	t0_3	1.3123
MCF7	drugB	0	2	48	0.003162	392	338	153	c_10	t0_3	1.27678
MCF7	drugB	0	2	48	0.01	288	338	153	c_10	t0_3	0.738722
MCF7	drugB	0	2	48	0.03162	357	338	153	c_10	t0_3	1.09798
MCF7	drugB	0	2	48	0.1	309	338	153	c_10	t0_3	0.8491
MCF7	drugB	0	2	48	0.3162	386	338	153	c_10	t0_3	1.24628
MCF7	drugB	0	2	48	1	268	338	153	c_10	t0_3	0.632656
MCF7	drugB	0	2	48	3.162	187	338	153	c_10	t0_3	0.191829
MCF7	drugB	0	2	48	10	228	338	153	c_10	t0_3	0.417437
MCF7	drugC	0	2	48	0.001	344	338	153	c_10	t0_3	1.03101
MCF7	drugC	0	2	48	0.003162	355	338	153	c_10	t0_3	1.0877
MCF7	drugC	0	2	48	0.01	315	338	153	c_10	t0_3	0.880462
MCF7	drugC	0	2	48	0.03162	341	338	153	c_10	t0_3	1.01552
MCF7	drugC	0	2	48	0.1	315	338	153	c_10	t0_3	0.880462
MCF7	drugC	0	2	48	0.3162	341	338	153	c_10	t0_3	1.01552
MCF7	drugC	0	2	48	1	298	338	153	c_10	t0_3	0.791405
MCF7	drugC	0	2	48	3.162	255	338	153	c_10	t0_3	0.563183
MCF7	drugC	0	2	48	10	235	338	153	c_10	t0_3	0.455422
MCF7	drugD	0	2	48	0.001	397	338	153	c_10	t0_3	1.30216
MCF7	drugD	0	2	48	0.003162	371	338	153	c_10	t0_3	1.16975
MCF7	drugD	0	2	48	0.01	387	338	153	c_10	t0_3	1.25137
MCF7	drugD	0	2	48	0.03162	320	338	153	c_10	t0_3	0.906539
MCF7	drugD	0	2	48	0.1	253	338	153	c_10	t0_3	0.552456
MCF7	drugD	0	2	48	0.3162	306	338	153	c_10	t0_3	0.833391
MCF7	drugD	0	2	48	1	258	338	153	c_10	t0_3	0.579254
MCF7	drugD	0	2	48	3.162	284	338	153	c_10	t0_3	0.717585
MCF7	drugD	0	2	48	10	261	338	153	c_10	t0_3	0.595302
MCF7	-	0	1	72	0	498	499	153	c_11	t0_3	NaN
MCF7	-	0	1	72	0	530	499	153	c_11	t0_3	NaN
MCF7	-	0	1	72	0	518	499	153	c_11	t0_3	NaN
MCF7	-	0	1	72	0	483	499	153	c_11	t0_3	NaN
MCF7	-	0	1	72	0	466	499	153	c_11	t0_3	NaN
MCF7	-	0	1	72	0	497	499	153	c_11	t0_3	NaN
MCF7	-	0	1	72	0	426	499	153	c_11	t0_3	NaN
MCF7	-	0	1	72	0	548	499	153	c_11	t0_3	NaN
MCF7	drugA	0	1	72	0.001	476	499	153	c_11	t0_3	0.945422
MCF7	drugA	0	1	72	0.003162	535	499	153	c_11	t0_3	1.08338
MCF7	drugA	0	1	72	0.01	450	499	153	c_11	t0_3	0.882394
MCF7	drugA	0	1	72	0.03162	411	499	153	c_11	t0_3	0.78495
MCF7	drugA	0	1	72	0.1	322	499	153	c_11	t0_3	0.546973
MCF7	drugA	0	1	72	0.3162	251	499	153	c_11	t0_3	0.336755
MCF7	drugA	0	1	72	1	265	499	153	c_11	t0_3	0.37998
MCF7	drugA	0	1	72	3.162	257	499	153	c_11	t0_3	0.355399
MCF7	drugA	0	1	72	10	246	499	153	c_11	t0_3	0.321077
MCF7	drugB	0	1	72	0.001	402	499	153	c_11	t0_3	0.761928
MCF7	drugB	0	1	72	0.003162	468	499	153	c_11	t0_3	0.926184
MCF7	drugB	0	1	72	0.01	495	499	153	c_11	t0_3	0.990584
MCF7	drugB	0	1	72	0.03162	483	499	153	c_11	t0_3	0.962146
MCF7	drugB	0	1	72	0.1	464	499	153	c_11	t0_3	0.916514
MCF7	drugB	0	1	72	0.3162	488	499	153	c_11	t0_3	0.97403
MCF7	drugB	0	1	72	1	372	499	153	c_11	t0_3	0.683598
MCF7	drugB	0	1	72	3.162	243	499	153	c_11	t0_3	0.311606
MCF7	drugB	0	1	72	10	267	499	153	c_11	t0_3	0.386078
MCF7	drugC	0	1	72	0.001	430	499	153	c_11	t0_3	0.832879
MCF7	drugC	0	1	72	0.003162	490	499	153	c_11	t0_3	0.97877
MCF7	drugC	0	1	72	0.01	529	499	153	c_11	t0_3	1.06965
MCF7	drugC	0	1	72	0.03162	579	499	153	c_11	t0_3	1.1822
MCF7	drugC	0	1	72	0.1	446	499	153	c_11	t0_3	0.872565
MCF7	drugC	0	1	72	0.3162	523	499	153	c_11	t0_3	1.05585
MCF7	drugC	0	1	72	1	401	499	153	c_11	t0_3	0.759356
MCF7	drugC	0	1	72	3.162	306	499	153	c_11	t0_3	0.501428
MCF7	drugC	0	1	72	10	349	499	153	c_11	t0_3	0.62176
MCF7	drugD	0	1	72	0.001	484	499	153	c_11	t0_3	0.964527
MCF7	drugD	0	1	72	0.003162	497	499	153	c_11	t0_3	0.995296
MCF7	drugD	0	1	72	0.01	564	499	153	c_11	t0_3	1.14887
MCF7	drugD	0	1	72	0.03162	498	499	153	c_11	t0_3	0.997649
MCF7	drugD	0	1	72	0.1	374	499	153	c_11	t0_3	0.6889
MCF7	drugD	0	1	72	0.3162	369	499	153	c_11	t0_3	0.675624
MCF7	drugD	0	1	72	1	354	499	153	c_11	t0_3	0.635343
MCF7	drugD	0	1	72	3.162	306	499	153	c_11	t0_3	0.501428
MCF7	drugD	0	1	72	10	359	499	153	c_11	t0_3	0.648847
MCF7	-	0	2	72	0	391	446	153	c_12	t0_3	NaN
MCF7	-	0	2	72	0	464	446	153	c_12	t0_3	NaN
MCF7	-	0	2	72	0	496	446	153	c_12	t0_3	NaN
MCF7	-	0	2	72	0	504	446	153	c_12	t0_3	NaN
MCF7	-	0	2	72	0	432	446	153	c_12	t0_3	NaN
MCF7	-	0	2	72	0	425	446	153	c_12	t0_3	NaN
MCF7	-	0	2	72	0	406	446	153	c_12	t0_3	NaN
MCF7	-	0	2	72	0	464	446	153	c_12	t0_3	NaN
MCF7	drugA	0	2	72	0.001	479	446	153	c_12	t0_3	1.09466
MCF7	drugA	0	2	72	0.003162	450	446	153	c_12	t0_3	1.0116
MCF7	drugA	0	2	72	0.01	493	446	153	c_12	t0_3	1.13413
MCF7	drugA	0	2	72	0.03162	476	446	153	c_12	t0_3	1.08616
MCF7	drugA	0	2	72	0.1	324	446	153	c_12	t0_3	0.625967
MCF7	drugA	0	2	72	0.3162	237	446	153	c_12	t0_3	0.3278
MCF7	drugA	0	2	72	1	230	446	153	c_12	t0_3	0.302258
MCF7	drugA	0	2	72	3.162	239	446	153	c_12	t0_3	0.335049
MCF7	drugA	0	2	72	10	222	446	153	c_12	t0_3	0.27273
MCF7	drugB	0	2	72	0.001	468	446	153	c_12	t0_3	1.06337
MCF7	drugB	0	2	72	0.003162	457	446	153	c_12	t0_3	1.03182
MCF7	drugB	0	2	72	0.01	536	446	153	c_12	t0_3	1.25294
MCF7	drugB	0	2	72	0.03162	524	446	153	c_12	t0_3	1.22013
MCF7	drugB	0	2	72	0.1	542	446	153	c_12	t0_3	1.26925
MCF7	drugB	0	2	72	0.3162	508	446	153	c_12	t0_3	1.17597
MCF7	drugB	0	2	72	1	398	446	153	c_12	t0_3	0.857768
MCF7	drugB	0	2	72	3.162	302	446	153	c_12	t0_3	0.553556
MCF7	drugB	0	2	72	10	228	446	153	c_12	t0_3	0.294911
MCF7	drugC	0	2	72	0.001	540	446	153	c_12	t0_3	1.26382
MCF7	drugC	0	2	72	0.003162	509	446	153	c_12	t0_3	1.17875
MCF7	drugC	0	2	72	0.01	525	446	153	c_12	t0_3	1.22288
MCF7	drugC	0	2	72	0.03162	502	446	153	c_12	t0_3	1.15929
MCF7	drugC	0	2	72	0.1	447	446	153	c_12	t0_3	1.0029
MCF7	drugC	0	2	72	0.3162	543	446	153	c_12	t0_3	1.27196
MCF7	drugC	0	2	72	1	388	446	153	c_12	t0_3	0.827392
MCF7	drugC	0	2	72	3.162	264	446	153	c_12	t0_3	0.423932
MCF7	drugC	0	2	72	10	333	446	153	c_12	t0_3	0.655088
MCF7	drugD	0	2	72	0.001	522	446	153	c_12	t0_3	1.21464
MCF7	drugD	0	2	72	0.003162	466	446	153	c_12	t0_3	1.05766
MCF7	drugD	0	2	72	0.01	470	446	153	c_12	t0_3	1.06908
MCF7	drugD	0	2	72	0.03162	440	446	153	c_12	t0_3	0.982527
MCF7	drugD	0	2	72	0.1	394	446	153	c_12	t0_3	0.84565
MCF7	drugD	0	2	72	0.3162	351	446	153	c_12	t0_3	0.71251
MCF7	drugD	0	2	72	1	356	446	153	c_12	t0_3	0.728276
MCF7	drugD	0	2	72	3.162	364	446	153	c_12	t0_3	0.753339
MCF7	drugD	0	2	72	10	315	446	153	c_12	t0_3	0.596561
MCF7	-	1	NaN	0	0	183	NaN	152	c_12	t0_4	NaN
MCF7	-	1	NaN	0	0	152	NaN	152	c_12	t0_4	NaN
MCF7	-	1	NaN	0	0	152	NaN	152	c_12	t0_4	NaN
MCF7	-	1	NaN	0	0	100	NaN	152	c_12	t0_4	NaN
MCF7	-	1	NaN	0	0	224	NaN	152	c_12	t0_4	NaN
MCF7	-	1	NaN	0	0	112	NaN	152	c_12	t0_4	NaN
MCF7	-	1	NaN	0	0	110	NaN	152	c_12	t0_4	NaN
MCF7	-	1	NaN	0	0	185	NaN	152	c_12	t0_4	NaN
MCF7	-	1	NaN	0	0	225	NaN	152	c_12	t0_4	NaN
MCF7	-	1	NaN	0	0	161	NaN	152	c_12	t0_4	NaN
MCF7	-	1	NaN	0	0	131	NaN	152	c_12	t0_4	NaN
MCF7	-	1	NaN	0	0	172	NaN	152	c_12	t0_4	NaN
MCF7	-	1	NaN	0	0	159	NaN	152	c_12	t0_4	NaN
MCF7	-	1	NaN	0	0	204	NaN	152	c_12	t0_4	NaN
MCF7	-	1	NaN	0	0	159	NaN	152	c_12	t0_4	NaN
MCF7	-	1	NaN	0	0	151	NaN	152	c_12	t0_4	NaN
MCF7	-	1	NaN	0	0	100	NaN	152	c_12	t0_4	NaN
MCF7	-	1	NaN	0	0	114	NaN	152	c_12	t0_4	NaN
MCF7	-	1	NaN	0	0	100	NaN	152	c_12	t0_4	NaN
MCF7	-	1	NaN	0	0	170	NaN	152	c_12	t0_4	NaN
MCF7	-	1	1	48	0	294	304	152	c_13	t0_4	NaN
MCF7	-	1	1	48	0	279	304	152	c_13	t0_4	NaN
MCF7	-	1	1	48	0	254	304	152	c_13	t0_4	NaN
MCF7	-	1	1	48	0	330	304	152	c_13	t0_4	NaN
MCF7	-	1	1	48	0	314	304	152	c_13	t0_4	NaN
MCF7	-	1	1	48	0	325	304	152	c_13	t0_4	NaN
MCF7	-	1	1	48	0	316	304	152	c_13	t0_4	NaN
MCF7	-	1	1	48	0	294	304	152	c_13	t0_4	NaN
MCF7	drugA	1	1	48	0.001	282	304	152	c_13	t0_4	0.855263
MCF7	drugA	1	1	48	0.003162	335	304	152	c_13	t0_4	1.20395
MCF7	drugA	1	1	48	0.01	306	304	152	c_13	t0_4	1.01316
MCF7	drugA	1	1	48	0.03162	293	304	152	c_13	t0_4	0.927632
MCF7	drugA	1	1	48	0.1	265	304	152	c_13	t0_4	0.743421
MCF7	drugA	1	1	48	0.3162	196	304	152	c_13	t0_4	0.289474
MCF7	drugA	1	1	48	1	238	304	152	c_13	t0_4	0.565789
MCF7	drugA	1	1	48	3.162	174	304	152	c_13	t0_4	0.144737
MCF7	drugA	1	1	48	10	214	304	152	c_13	t0_4	0.407895
MCF7	drugB	1	1	48	0.001	314	304	152	c_13	t0_4	1.06579
MCF7	drugB	1	1	48	0.003162	297	304	152	c_13	t0_4	0.953947
MCF7	drugB	1	1	48	0.01	292	304	152	c_13	t0_4	0.921053
MCF7	drugB	1	1	48	0.03162	272	304	152	c_13	t0_4	0.789474
MCF7	drugB	1	1	48	0.1	345	304	152	c_13	t0_4	1.26974
MCF7	drugB	1	1	48	0.3162	356	304	152	c_13	t0_4	1.34211
MCF7	drugB	1	1	48	1	272	304	152	c_13	t0_4	0.789474
MCF7	drugB	1	1	48	3.162	223	304	152	c_13	t0_4	0.467105
MCF7	drugB	1	1	48	10	239	304	152	c_13	t0_4	0.572368
MCF7	drugC	1	1	48	0.001	317	304	152	c_13	t0_4	1.08553
MCF7	drugC	1	1	48	0.003162	306	304	152	c_13	t0_4	1.01316
MCF7	drugC	1	1	48	0.01	291	304	152	c_13	t0_4	0.914474
MCF7	drugC	1	1	48	0.03162	293	304	152	c_13	t0_4	0.927632
MCF7	drugC	1	1	48	0.1	347	304	152	c_13	t0_4	1.28289
MCF7	drugC	1	1	48	0.3162	342	304	152	c_13	t0_4	1.25
MCF7	drugC	1	1	48	1	292	304	152	c_13	t0_4	0.921053
MCF7	drugC	1	1	48	3.162	197	304	152	c_13	t0_4	0.296053
MCF7	drugC	1	1	48	10	229	304	152	c_13	t0_4	0.506579
MCF7	drugD	1	1	48	0.001	254	304	152	c_13	t0_4	0.671053
MCF7	drugD	1	1	48	0.003162	282	304	152	c_13	t0_4	0.855263
MCF7	drugD	1	1	48	0.01	293	304	152	c_13	t0_4	0.927632
MCF7	drugD	1	1	48	0.03162	325	304	152	c_13	t0_4	1.13816
MCF7	drugD	1	1	48	0.1	272	304	152	c_13	t0_4	0.789474
MCF7	drugD	1	1	48	0.3162	260	304	152	c_13	t0_4	0.710526
MCF7	drugD	1	1	48	1	221	304	152	c_13	t0_4	0.453947
MCF7	drugD	1	1	48	3.162	210	304	152	c_13	t0_4	0.381579
MCF7	drugD	1	1	48	10	303	304	152	c_13	t0_4	0.993421
MCF7	-	1	2	48	0	354	328	152	c_14	t0_4	NaN
MCF7	-	1	2	48	0	361	328	152	c_14	t0_4	NaN
MCF7	-	1	2	48	0	303	328	152	c_14	t0_4	NaN
MCF7	-	1	2	48	0	336	328	152	c_14	t0_4	NaN
MCF7	-	1	2	48	0	314	328	152	c_14	t0_4	NaN
MCF7	-	1	2	48	0	347	328	152	c_14	t0_4	NaN
MCF7	-	1	2	48	0	317	328	152	c_14	t0_4	NaN
MCF7	-	1	2	48	0	295	328	152	c_14	t0_4	NaN
MCF7	drugA	1	2	48	0.001	336	328	152	c_14	t0_4	1.04391
MCF7	drugA	1	2	48	0.003162	369	328	152	c_14	t0_4	1.22397
MCF7	drugA	1	2	48	0.01	320	328	152	c_14	t0_4	0.955985
MCF7	drugA	1	2	48	0.03162	355	328	152	c_14	t0_4	1.14778
MCF7	drugA	1	2	48	0.1	257	328	152	c_14	t0_4	0.605298
MCF7	drugA	1	2	48	0.3162	217	328	152	c_14	t0_4	0.378291
MCF7	drugA	1	2	48	1	240	328	152	c_14	t0_4	0.509281
MCF7	drugA	1	2	48	3.162	219	328	152	c_14	t0_4	0.389734
MCF7	drugA	1	2	48	10	175	328	152	c_14	t0_4	0.1354
MCF7	drugB	1	2	48	0.001	312	328	152	c_14	t0_4	0.911862
MCF7	drugB	1	2	48	0.003162	359	328	152	c_14	t0_4	1.16958
MCF7	drugB	1	2	48	0.01	363	328	152	c_14	t0_4	1.19135
MCF7	drugB	1	2	48	0.03162	316	328	152	c_14	t0_4	0.933937
MCF7	drugB	1	2	48	0.1	338	328	152	c_14	t0_4	1.05487
MCF7	drugB	1	2	48	0.3162	299	328	152	c_14	t0_4	0.839921
MCF7	drugB	1	2	48	1	312	328	152	c_14	t0_4	0.911862
MCF7	drugB	1	2	48	3.162	268	328	152	c_14	t0_4	0.66709
MCF7	drugB	1	2	48	10	178	328	152	c_14	t0_4	0.152926
MCF7	drugC	1	2	48	0.001	351	328	152	c_14	t0_4	1.12596
MCF7	drugC	1	2	48	0.003162	390	328	152	c_14	t0_4	1.33772
MCF7	drugC	1	2	48	0.01	321	328	152	c_14	t0_4	0.961493
MCF7	drugC	1	2	48	0.03162	381	328	152	c_14	t0_4	1.28905
MCF7	drugC	1	2	48	0.1	396	328	152	c_14	t0_4	1.37011
MCF7	drugC	1	2	48	0.3162	313	328	152	c_14	t0_4	0.917383
MCF7	drugC	1	2	48	1	361	328	152	c_14	t0_4	1.18047
MCF7	drugC	1	2	48	3.162	258	328	152	c_14	t0_4	0.610926
MCF7	drugC	1	2	48	10	208	328	152	c_14	t0_4	0.326667
MCF7	drugD	1	2	48	0.001	340	328	152	c_14	t0_4	1.06582
MCF7	drugD	1	2	48	0.003162	372	328	152	c_14	t0_4	1.24026
MCF7	drugD	1	2	48	0.01	309	328	152	c_14	t0_4	0.895287
MCF7	drugD	1	2	48	0.03162	300	328	152	c_14	t0_4	0.845466
MCF7	drugD	1	2	48	0.1	366	328	152	c_14	t0_4	1.20767
MCF7	drugD	1	2	48	0.3162	285	328	152	c_14	t0_4	0.762099
MCF7	drugD	1	2	48	1	271	328	152	c_14	t0_4	0.683899
MCF7	drugD	1	2	48	3.162	256	328	152	c_14	t0_4	0.599668
MCF7	drugD	1	2	48	10	255	328	152	c_14	t0_4	0.594035
MCF7	-	1	1	72	0	492	495	152	c_15	t0_4	NaN
MCF7	-	1	1	72	0	521	495	152	c_15	t0_4	NaN
MCF7	-	1	1	72	0	458	495	152	c_15	t0_4	NaN
MCF7	-	1	1	72	0	572	495	152	c_15	t0_4	NaN
MCF7	-	1	1	72	0	459	495	152	c_15	t0_4	NaN
MCF7	-	1	1	72	0	515	495	152	c_15	t0_4	NaN
MCF7	-	1	1	72	0	516	495	152	c_15	t0_4	NaN
MCF7	-	1	1	72	0	452	495	152	c_15	t0_4	NaN
MCF7	drugA	1	1	72	0.001	456	495	152	c_15	t0_4	0.905928
MCF7	drugA	1	1	72	0.003162	485	495	152	c_15	t0_4	0.97618
MCF7	drugA	1	1	72	0.01	468	495	152	c_15	t0_4	0.935215
MCF7	drugA	1	1	72	0.03162	416	495	152	c_15	t0_4	0.805921
MCF7	drugA	1	1	72	0.1	311	495	152	c_15	t0_4	0.52241
MCF7	drugA	1	1	72	0.3162	274	495	152	c_15	t0_4	0.413308
MCF7	drugA	1	1	72	1	234	495	152	c_15	t0_4	0.288255
MCF7	drugA	1	1	72	3.162	236	495	152	c_15	t0_4	0.294708
MCF7	drugA	1	1	72	10	256	495	152	c_15	t0_4	0.358038
MCF7	drugB	1	1	72	0.001	404	495	152	c_15	t0_4	0.775153
MCF7	drugB	1	1	72	0.003162	456	495	152	c_15	t0_4	0.905928
MCF7	drugB	1	1	72	0.01	434	495	152	c_15	t0_4	0.851394
MCF7	drugB	1	1	72	0.03162	442	495	152	c_15	t0_4	0.871354
MCF7	drugB	1	1	72	0.1	548	495	152	c_15	t0_4	1.12307
MCF7	drugB	1	1	72	0.3162	410	495	152	c_15	t0_4	0.790584
MCF7	drugB	1	1	72	1	408	495	152	c_15	t0_4	0.785451
MCF7	drugB	1	1	72	3.162	277	495	152	c_15	t0_4	0.422372
